date,facility_name,patients_on_oxygen_support,patients_ventilator,total_patients
2020-10-06,"esic medical college and hospital, faridabad",16,8,24
2020-10-06,"mm institute of medical sciences & research, mulana",12,7,19
2020-10-06,"world college of medical sciences, jhajjar",1,0,1
2020-10-06,"aarvy hospital, gurugram",1,1,2
2020-10-06,narayana hospital gurugram,1,1,2
2020-10-06,"paras hospitals, gurugram",1,1,2
2020-10-06,"metro hospital, faridabad",6,1,7
2020-10-06,"qrg central, faridabad",8,1,9
2020-10-06,"qrg medicare, faridabad",10,0,10
2020-10-06,"sarvoday hospital, faridabad",15,3,18
2020-10-06,"park hospital, faridabad",3,0,3
2020-10-06,"escorts fortis, faridabad",7,0,7
2020-10-06,"asian hospital, faridabad",4,3,7
2020-10-06,"alchemist hospital sector 21, panchkula",3,2,5
2020-10-06,"paras hospital, panchkula",6,1,7
2020-10-06,"alchemist hospital sector-26, panchkula",3,2,5
2020-10-06,"civil hospital, panchkula",29,0,29
2020-10-06,"lnjp civil hospital, kurukshetra",7,0,7
2020-10-06,total,243,41,284
2020-10-07,"pt bd sharma pgims, rohtak",18,0,18
2020-10-07,"bpsgmc, khanpur kalan, sonepat",23,2,25
2020-10-07,"shkm govt. medical college nalhar, nuh",2,0,2
2020-10-07,"kcgmc, karnal",35,5,40
2020-10-07,"mamc, agroha, hisar",19,0,19
2020-10-07,"esic medical college and hospital, faridabad",15,4,19
2020-10-07,"mm institute of medical sciences & research, mulana",10,6,16
2020-10-07,"world college of medical sciences, jhajjar",1,0,1
2020-10-07,"aarvy hospital, gurugram",1,1,2
2020-10-07,narayana hospital gurugram,1,1,2
2020-10-07,"paras hospitals, gurugram",1,1,2
2020-10-07,"metro hospital, faridabad",8,1,9
2020-10-07,"qrg central, faridabad",10,1,11
2020-10-07,"qrg medicare, faridabad",6,0,6
2020-10-07,"sarvoday hospital, faridabad",9,0,9
2020-10-07,"park hospital, faridabad",2,0,2
2020-10-07,"escorts fortis, faridabad",7,0,7
2020-10-07,"asian hospital, faridabad",4,1,5
2020-10-07,"alchemist hospital sector 21, panchkula",6,2,8
2020-10-07,"paras hospital, panchkula",4,1,5
2020-10-07,"alchemist hospital sector-26, panchkula",5,1,6
2020-10-07,"civil hospital, panchkula",28,0,28
2020-10-07,"lnjp civil hospital, kurukshetra",7,0,7
2020-10-07,total,222,27,249
2020-10-08,"pt bd sharma pgims, rohtak",20,0,20
2020-10-08,"bpsgmc, khanpur kalan, sonepat",22,3,25
2020-10-08,"shkm govt. medical college nalhar, nuh",2,0,2
2020-10-08,"kcgmc, karnal",39,5,44
2020-10-08,"mamc, agroha, hisar",17,1,18
2020-10-08,"esic medical college and hospital, faridabad",16,9,25
2020-10-08,"mm institute of medical sciences & research, mulana",10,6,16
2020-10-08,"world college of medical sciences, jhajjar",1,0,1
2020-10-08,"aarvy hospital, gurugram",1,1,2
2020-10-08,narayana hospital gurugram,1,1,2
2020-10-08,"paras hospitals, gurugram",1,1,2
2020-10-08,"metro hospital, faridabad",7,0,7
2020-10-08,"qrg central, faridabad",7,1,8
2020-10-08,"qrg medicare, faridabad",8,0,8
2020-10-08,"sarvoday hospital, faridabad",7,0,7
2020-10-08,"park hospital, faridabad",2,0,2
2020-10-08,"escorts fortis, faridabad",7,1,8
2020-10-08,"asian hospital, faridabad",5,1,6
2020-10-08,"alchemist hospital sector 21, panchkula",4,1,5
2020-10-08,"paras hospital, panchkula",4,1,5
2020-10-08,"alchemist hospital sector-26, panchkula",3,1,4
2020-10-08,"civil hospital, panchkula",26,0,26
2020-10-08,"lnjp civil hospital, kurukshetra",7,0,7
2020-10-08,total,217,33,250
2020-10-09,"pt bd sharma pgims, rohtak",20,0,20
2020-10-09,"bpsgmc, khanpur kalan, sonepat",28,1,29
2020-10-09,"shkm govt. medical college nalhar, nuh",2,0,2
2020-10-09,"kcgmc, karnal",39,4,43
2020-10-09,"mamc, agroha, hisar",18,0,18
2020-10-09,"esic medical college and hospital, faridabad",13,9,22
2020-10-09,"mm institute of medical sciences & research, mulana",9,6,15
2020-10-09,"world college of medical sciences, jhajjar",1,0,1
2020-10-09,"aarvy hospital, gurugram",1,1,2
2020-10-09,narayana hospital gurugram,1,1,2
2020-10-09,"paras hospitals, gurugram",1,1,2
2020-10-09,"metro hospital, faridabad",8,0,8
2020-10-09,"qrg central, faridabad",11,1,12
2020-10-09,"qrg medicare, faridabad",6,1,7
2020-10-09,"sarvoday hospital, faridabad",8,0,8
2020-10-09,"park hospital, faridabad",2,0,2
2020-10-09,"escorts fortis, faridabad",4,2,6
2020-10-09,"asian hospital, faridabad",6,1,7
2020-10-09,"alchemist hospital sector 21, panchkula",7,2,9
2020-10-09,"paras hospital, panchkula",5,1,6
2020-10-09,"alchemist hospital sector-26, panchkula",5,1,6
2020-10-09,"civil hospital, panchkula",27,0,27
2020-10-09,"lnjp civil hospital, kurukshetra",7,0,7
2020-10-09,total,229,32,261
2020-10-10,"pt bd sharma pgims, rohtak",19,0,19
2020-10-10,"bpsgmc, khanpur kalan, sonepat",31,3,34
2020-10-10,"shkm govt. medical college nalhar, nuh",2,0,2
2020-10-10,"kcgmc, karnal",43,4,47
2020-10-10,"mamc, agroha, hisar",18,0,18
2020-10-10,"esic medical college and hospital, faridabad",17,9,26
2020-10-10,"mm institute of medical sciences & research, mulana",7,6,13
2020-10-10,"aarvy hospital, gurugram",1,1,2
2020-10-10,narayana hospital gurugram,1,1,2
2020-10-10,"paras hospitals, gurugram",1,1,2
2020-10-10,"metro hospital, faridabad",6,0,6
2020-10-10,"qrg central, faridabad",6,1,7
2020-10-10,"qrg medicare, faridabad",4,1,5
2020-10-10,"sarvoday hospital, faridabad",8,0,8
2020-10-10,"park hospital, faridabad",2,0,2
2020-10-10,"escorts fortis, faridabad",4,2,6
2020-10-10,"asian hospital, faridabad",6,0,6
2020-10-10,"alchemist hospital sector 21, panchkula",8,3,11
2020-10-10,"paras hospital, panchkula",5,2,7
2020-10-10,"alchemist hospital sector-26, panchkula",6,1,7
2020-10-10,"civil hospital, panchkula",28,0,28
2020-10-10,"lnjp civil hospital, kurukshetra",7,0,7
2020-10-10,total,230,35,265
2020-10-11,"pt bd sharma pgims, rohtak",20,1,21
2020-10-11,"bpsgmc, khanpur kalan, sonepat",18,5,23
2020-10-11,"shkm govt. medical college nalhar, nuh",2,0,2
2020-10-11,"kcgmc, karnal",45,3,48
2020-10-11,"mamc, agroha, hisar",14,1,15
2020-10-11,"esic medical college and hospital, faridabad",14,8,22
2020-10-11,"mm institute of medical sciences & research, mulana",6,7,13
2020-10-11,"aarvy hospital, gurugram",1,1,2
2020-10-11,narayana hospital gurugram,1,1,2
2020-10-11,"paras hospitals, gurugram",1,1,2
2020-10-11,"metro hospital, faridabad",7,0,7
2020-10-11,"qrg central, faridabad",5,1,6
2020-10-11,"qrg medicare, faridabad",7,1,8
2020-10-11,"sarvoday hospital, faridabad",7,0,7
2020-10-11,"park hospital, faridabad",2,0,2
2020-10-11,"escorts fortis, faridabad",5,2,7
2020-10-11,"asian hospital, faridabad",6,0,6
2020-10-11,"alchemist hospital sector 21, panchkula",9,2,11
2020-10-11,"paras hospital, panchkula",5,2,7
2020-10-11,"alchemist hospital sector-26, panchkula",5,0,5
2020-10-11,"civil hospital, panchkula",23,1,24
2020-10-11,"lnjp civil hospital, kurukshetra",7,0,7
2020-10-11,total,210,37,247
2020-10-12,"pt bd sharma pgims, rohtak",13,1,14
2020-10-12,"bpsgmc, khanpur kalan, sonepat",26,3,29
2020-10-12,"shkm govt. medical college nalhar, nuh",2,0,2
2020-10-12,"kcgmc, karnal",41,3,44
2020-10-12,"mamc, agroha, hisar",18,0,18
2020-10-12,"esic medical college and hospital, faridabad",15,8,23
2020-10-12,"mm institute of medical sciences & research, mulana",6,7,13
2020-10-12,"sgt medical college & hospital & research institute, budhera, gurugram",1,0,1
2020-10-12,"aarvy hospital, gurugram",1,1,2
2020-10-12,narayana hospital gurugram,1,1,2
2020-10-12,"paras hospitals, gurugram",1,1,2
2020-10-12,"metro hospital, faridabad",9,0,9
2020-10-12,"qrg central, faridabad",5,0,5
2020-10-12,"qrg medicare, faridabad",5,1,6
2020-10-12,"sarvoday hospital, faridabad",9,1,10
2020-10-12,"park hospital, faridabad",2,0,2
2020-10-12,"escorts fortis, faridabad",3,2,5
2020-10-12,"asian hospital, faridabad",6,0,6
2020-10-12,"alchemist hospital sector 21, panchkula",6,3,9
2020-10-12,"paras hospital, panchkula",5,1,6
2020-10-12,"alchemist hospital sector-26, panchkula",5,1,6
2020-10-12,"civil hospital, panchkula",19,0,19
2020-10-12,"lnjp civil hospital, kurukshetra",7,0,7
2020-10-12,total,206,34,240
2020-10-13,"pt bd sharma pgims, rohtak",13,1,14
2020-10-13,"bpsgmc, khanpur kalan, sonepat",18,7,25
2020-10-13,"shkm govt. medical college nalhar, nuh",2,0,2
2020-10-13,"kcgmc, karnal",33,3,36
2020-10-13,"mamc, agroha, hisar",11,0,11
2020-10-13,"esic medical college and hospital, faridabad",19,6,25
2020-10-13,"mm institute of medical sciences & research, mulana",7,6,13
2020-10-13,"sgt medical college & hospital & research institute, budhera, gurugram",1,0,1
2020-10-13,"aarvy hospital, gurugram",1,1,2
2020-10-13,narayana hospital gurugram,1,1,2
2020-10-13,"paras hospitals, gurugram",1,1,2
2020-10-13,"metro hospital, faridabad",8,0,8
2020-10-13,"qrg central, faridabad",5,0,5
2020-10-13,"qrg medicare, faridabad",5,0,5
2020-10-13,"sarvoday hospital, faridabad",11,0,11
2020-10-13,"park hospital, faridabad",2,0,2
2020-10-13,"escorts fortis, faridabad",4,1,5
2020-10-13,"asian hospital, faridabad",5,0,5
2020-10-13,"alchemist hospital sector 21, panchkula",5,4,9
2020-10-13,"paras hospital, panchkula",6,1,7
2020-10-13,"alchemist hospital sector-26, panchkula",6,1,7
2020-10-13,"civil hospital, panchkula",10,0,10
2020-10-13,"lnjp civil hospital, kurukshetra",7,0,7
2020-10-13,total,181,33,214
2020-10-14,"pt bd sharma pgims, rohtak",15,0,15
2020-10-14,"bpsgmc, khanpur kalan, sonepat",19,6,25
2020-10-14,"shkm govt. medical college nalhar, nuh",2,0,2
2020-10-14,"kcgmc, karnal",34,3,37
2020-10-14,"mamc, agroha, hisar",12,0,12
2020-10-14,"esic medical college and hospital, faridabad",17,9,26
2020-10-14,"sgt medical college & hospital & research institute, budhera, gurugram",1,0,1
2020-10-14,"aarvy hospital, gurugram",1,1,2
2020-10-14,narayana hospital gurugram,1,1,2
2020-10-14,"paras hospitals, gurugram",1,1,2
2020-10-14,"metro hospital, faridabad",6,0,6
2020-10-14,"qrg central, faridabad",4,0,4
2020-10-14,"qrg medicare, faridabad",8,1,9
2020-10-14,"sarvoday hospital, faridabad",12,0,12
2020-10-14,"park hospital, faridabad",2,0,2
2020-10-14,"escorts fortis, faridabad",5,0,5
2020-10-14,"asian hospital, faridabad",5,0,5
2020-10-14,"alchemist hospital sector 21, panchkula",6,4,10
2020-10-14,"paras hospital, panchkula",5,1,6
2020-10-14,"alchemist hospital sector-26, panchkula",7,0,7
2020-10-14,"civil hospital, panchkula",9,0,9
2020-10-14,"lnjp civil hospital, kurukshetra",7,0,7
2020-10-14,total,179,27,206
2020-10-15,"pt bd sharma pgims, rohtak",12,0,12
2020-10-15,"bpsgmc, khanpur kalan, sonepat",20,6,26
2020-10-15,"shkm govt. medical college nalhar, nuh",2,0,2
2020-10-15,"kcgmc, karnal",36,5,41
2020-10-15,"mamc, agroha, hisar",12,0,12
2020-10-15,"esic medical college and hospital, faridabad",15,8,23
2020-10-15,"adesh medical college & hospital, shahabad, kurukshetra.",0,1,1
2020-10-15,"m.m. institute of medical sciences & research, mulana (deemed university)",7,6,13
2020-10-15,"aarvy hospital, gurugram",1,1,2
2020-10-15,narayana hospital gurugram,1,1,2
2020-10-15,"paras hospitals, gurugram",1,1,2
2020-10-15,"metro hospital, faridabad",8,0,8
2020-10-15,"qrg central, faridabad",4,0,4
2020-10-15,"qrg medicare, faridabad",8,1,9
2020-10-15,"sarvoday hospital, faridabad",12,0,12
2020-10-15,"park hospital, faridabad",3,0,3
2020-10-15,"escorts fortis, faridabad",2,0,2
2020-10-15,"asian hospital, faridabad",3,1,4
2020-10-15,"alchemist hospital sector 21, panchkula",1,3,4
2020-10-15,"paras hospital, panchkula",4,1,5
2020-10-15,"alchemist hospital sector-26, panchkula",5,0,5
2020-10-15,"civil hospital, panchkula",11,0,11
2020-10-15,"lnjp civil hospital, kurukshetra",7,0,7
2020-10-15,total,175,35,210
2020-10-16,"pt bd sharma pgims, rohtak",8,2,10
2020-10-16,"bpsgmc, khanpur kalan, sonepat",17,4,21
2020-10-16,"shkm govt. medical college nalhar, nuh",3,0,3
2020-10-16,"kcgmc, karnal",37,5,42
2020-10-16,"mamc, agroha, hisar",12,0,12
2020-10-16,"esic medical college and hospital, faridabad",14,9,23
2020-10-16,"adesh medical college & hospital, shahabad, kurukshetra.",0,1,1
2020-10-16,"m.m. institute of medical sciences & research, mulana (deemed university)",8,5,13
2020-10-16,"sgt medical college & hospital & research institute, budhera, gurugram",4,0,4
2020-10-16,"aarvy hospital, gurugram",1,1,2
2020-10-16,narayana hospital gurugram,1,1,2
2020-10-16,"paras hospitals, gurugram",1,1,2
2020-10-16,"metro hospital, faridabad",8,1,9
2020-10-16,"qrg central, faridabad",3,0,3
2020-10-16,"qrg medicare, faridabad",7,1,8
2020-10-16,"sarvoday hospital, faridabad",10,1,11
2020-10-16,"park hospital, faridabad",3,0,3
2020-10-16,"asian hospital, faridabad",3,1,4
2020-10-16,"alchemist hospital sector 21, panchkula",3,3,6
2020-10-16,"paras hospital, panchkula",4,0,4
2020-10-16,"alchemist hospital sector-26, panchkula",7,0,7
2020-10-16,"civil hospital, panchkula",8,0,8
2020-10-16,"lnjp civil hospital, kurukshetra",7,0,7
2020-10-16,total,169,36,205
2020-10-17,"pt bd sharma pgims, rohtak",14,2,16
2020-10-17,"bpsgmc, khanpur kalan, sonepat",13,4,17
2020-10-17,"shkm govt. medical college nalhar, nuh",2,0,2
2020-10-17,"kcgmc, karnal",36,4,40
2020-10-17,"mamc, agroha, hisar",12,0,12
2020-10-17,"esic medical college and hospital, faridabad",12,9,21
2020-10-17,"adesh medical college & hospital, shahabad, kurukshetra.",0,1,1
2020-10-17,"m.m. institute of medical sciences & research, mulana (deemed university)",4,5,9
2020-10-17,"sgt medical college & hospital & research institute, budhera, gurugram",3,0,3
2020-10-17,"aarvy hospital, gurugram",1,1,2
2020-10-17,narayana hospital gurugram,1,1,2
2020-10-17,"paras hospitals, gurugram",1,1,2
2020-10-17,"metro hospital, faridabad",8,0,8
2020-10-17,"qrg central, faridabad",3,0,3
2020-10-17,"qrg medicare, faridabad",6,0,6
2020-10-17,"sarvoday hospital, faridabad",11,0,11
2020-10-17,"park hospital, faridabad",3,0,3
2020-10-17,"escort hospital, faridabad",3,0,3
2020-10-17,"asian hospital, faridabad",5,1,6
2020-10-17,"alchemist hospital sector 21, panchkula",3,2,5
2020-10-17,"paras hospital, panchkula",3,0,3
2020-10-17,"alchemist hospital sector-26, panchkula",5,0,5
2020-10-17,"civil hospital, panchkula",8,0,8
2020-10-17,"lnjp civil hospital, kurukshetra",7,0,7
2020-10-17,total,164,31,195
2020-10-18,"pt bd sharma pgims, rohtak",13,2,15
2020-10-18,"bpsgmc, khanpur kalan, sonepat",10,5,15
2020-10-18,"shkm govt. medical college nalhar, nuh",1,0,1
2020-10-18,"kcgmc, karnal",29,4,33
2020-10-18,"mamc, agroha, hisar",14,0,14
2020-10-18,"esic medical college and hospital, faridabad",11,9,20
2020-10-18,"adesh medical college & hospital, shahabad, kurukshetra.",1,0,1
2020-10-18,"m.m. institute of medical sciences & research, mulana (deemed university)",3,5,8
2020-10-18,"sgt medical college & hospital & research institute, budhera, gurugram",3,0,3
2020-10-18,"aarvy hospital, gurugram",1,1,2
2020-10-18,narayana hospital gurugram,1,1,2
2020-10-18,"paras hospitals, gurugram",1,1,2
2020-10-18,"metro hospital, faridabad",9,0,9
2020-10-18,"qrg central, faridabad",4,0,4
2020-10-18,"qrg medicare, faridabad",5,0,5
2020-10-18,"sarvoday hospital sector 8, faridabad",11,0,11
2020-10-18,"sarvoday hospital sector 19, faridabad",10,0,10
2020-10-18,"park hospital, faridabad",3,0,3
2020-10-18,"escort hospital, faridabad",5,0,5
2020-10-18,"asian hospital, faridabad",5,1,6
2020-10-18,"alchemist hospital sector 21, panchkula",6,2,8
2020-10-18,"paras hospital, panchkula",2,0,2
2020-10-18,"alchemist hospital sector-26, panchkula",4,0,4
2020-10-18,"civil hospital, panchkula",10,0,10
2020-10-18,"lnjp civil hospital, kurukshetra",7,0,7
2020-10-18,total,169,31,200
2020-10-19,"pt bd sharma pgims, rohtak",17,2,19
2020-10-19,"bpsgmc, khanpur kalan, sonepat",9,4,13
2020-10-19,"shkm govt. medical college nalhar, nuh",0,0,0
2020-10-19,"kcgmc, karnal",29,4,33
2020-10-19,"mamc, agroha, hisar",11,0,11
2020-10-19,"esic medical college and hospital, faridabad",13,8,21
2020-10-19,"adesh medical college & hospital, shahabad, kurukshetra.",1,0,1
2020-10-19,"m.m. institute of medical sciences & research, mulana (deemed university)",3,4,7
2020-10-19,"sgt medical college & hospital & research institute, budhera, gurugram",3,0,3
2020-10-19,"world college of medical sciences, jhajjar",1,0,1
2020-10-19,"aarvy hospital, gurugram",1,1,2
2020-10-19,narayana hospital gurugram,1,1,2
2020-10-19,"paras hospitals, gurugram",1,1,2
2020-10-19,"metro hospital, faridabad",8,0,8
2020-10-19,"qrg central, faridabad",4,0,4
2020-10-19,"qrg medicare, faridabad",2,0,2
2020-10-19,"sarvoday hospital sector 8, faridabad",13,0,13
2020-10-19,"park hospital, faridabad",4,0,4
2020-10-19,"escort hospital, faridabad",6,0,6
2020-10-19,"asian hospital, faridabad",5,1,6
2020-10-19,"alchemist hospital sector 21, panchkula",3,1,4
2020-10-19,"paras hospital, panchkula",2,1,3
2020-10-19,"alchemist hospital sector-26, panchkula",4,0,4
2020-10-19,"civil hospital, panchkula",10,0,10
2020-10-19,"lnjp civil hospital, kurukshetra",7,0,7
2020-10-19,total,158,28,186
2020-10-20,"pt bd sharma pgims, rohtak",21,2,23
2020-10-20,"bpsgmc, khanpur kalan, sonepat",10,3,13
2020-10-20,"shkm govt. medical college nalhar, nuh",1,0,1
2020-10-20,"kcgmc, karnal",29,4,33
2020-10-20,"mamc, agroha, hisar",11,1,12
2020-10-20,"esic medical college and hospital, faridabad",13,8,21
2020-10-20,"adesh medical college & hospital, shahabad, kurukshetra.",1,0,1
2020-10-20,"m.m. institute of medical sciences & research, mulana (deemed university)",4,3,7
2020-10-20,"sgt medical college & hospital & research institute, budhera, gurugram",2,0,2
2020-10-20,"world college of medical sciences, jhajjar",1,0,1
2020-10-20,"aarvy hospital, gurugram",1,1,2
2020-10-20,narayana hospital gurugram,1,1,2
2020-10-20,"paras hospitals, gurugram",1,1,2
2020-10-20,"metro hospital, faridabad",9,1,10
2020-10-20,"qrg central, faridabad",4,1,5
2020-10-20,"qrg medicare, faridabad",7,0,7
2020-10-20,"sarvoday hospital sector 8, faridabad",15,0,15
2020-10-20,"park hospital, faridabad",4,0,4
2020-10-20,"escort hospital, faridabad",6,0,6
2020-10-20,"asian hospital, faridabad",4,1,5
2020-10-20,"alchemist hospital sector 21, panchkula",3,1,4
2020-10-20,"paras hospital, panchkula",2,0,2
2020-10-20,"alchemist hospital sector-26, panchkula",2,0,2
2020-10-20,"civil hospital, panchkula",10,0,10
2020-10-20,"lnjp civil hospital, kurukshetra",7,0,7
2020-10-20,total,169,28,197
2020-10-21,"pt bd sharma pgims, rohtak",15,1,16
2020-10-21,"bpsgmc, khanpur kalan, sonepat",9,3,12
2020-10-21,"shkm govt. medical college nalhar, nuh",0,1,1
2020-10-21,"kcgmc, karnal",30,5,35
2020-10-21,"mamc, agroha, hisar",11,1,12
2020-10-21,"esic medical college and hospital, faridabad",17,9,26
2020-10-21,"adesh medical college & hospital, shahabad, kurukshetra.",1,0,1
2020-10-21,"m.m. institute of medical sciences & research, mulana (deemed university)",2,3,5
2020-10-21,"sgt medical college & hospital & research institute, budhera, gurugram",2,0,2
2020-10-21,"world college of medical sciences, jhajjar",1,0,1
2020-10-21,"aarvy hospital, gurugram",1,1,2
2020-10-21,narayana hospital gurugram,1,1,2
2020-10-21,"paras hospitals, gurugram",1,1,2
2020-10-21,"metro hospital, faridabad",13,1,14
2020-10-21,"qrg central, faridabad",4,1,5
2020-10-21,"qrg medicare, faridabad",8,0,8
2020-10-21,"sarvoday hospital sector 8, faridabad",13,0,13
2020-10-21,"park hospital, faridabad",3,0,3
2020-10-21,"escort hospital, faridabad",6,0,6
2020-10-21,"asian hospital, faridabad",6,0,6
2020-10-21,"alchemist hospital sector 21, panchkula",3,1,4
2020-10-21,"paras hospital, panchkula",2,0,2
2020-10-21,"alchemist hospital sector-26, panchkula",2,0,2
