date,icu_patients_today,icu_patients_today_districts,ventilator_patients_today,ventilator_patients_today_districts,discharged_patients_today,discharged_patients_today_districts,deaths_today,deaths_today_districts
2021-05-05,17,"Amritsar-12, Patiala- 5)",14,"Amritsar-3, Patiala-2, Ludhiana-9 )",6701,"Ludhiana-705, Jalandhar-1093, SAS Nagar-1000, Patiala-747, Amritsar-550, Hoshiarpur-103, Bathinda-655, Gurdaspur-149, Kapurthala-141,  SBS Nagar-49, Pathankot-77, Sangrur-152, Ferozpur-138,  Ropar-79, Faridkot-155, Fazilka-150, Muktsar-299, FG Sahib-56, Tarn Taran-93, Moga-92, Mansa-197, Barnala-21)",182,"Amritsar-18, Barnala-4, Bathinda-21, Faridkot-4, Fazilka-10, Ferozpur-2, FG Sahib-2, Gurdaspur-4, Hoshiarpur-7, Jalandhar-9, Ludhiana-19, Kapurthala-4,  Mansa-3, Moga-1, S.A.S Nagar -17, Muktsar-9, Pathankot-6, Patiala-19, Sangrur-19, SBS Nagar-3, Tarn Taran-1)"
2021-05-06,30,"Amritsar-6, Ludjiana-7, Jalandhar-2, Patiala- 2, Faridkot-13)",16,"Amritsar-1, Jalandhar-2, Patiala-1, Faridkot-5, Ludhiana-7 )",5126,"Ludhiana-994, SAS Nagar-727, Patiala-497, Amritsar-391, Hoshiarpur-276, Bathinda-638, Gurdaspur-157, Kapurthala-122,  SBS Nagar-32, Pathankot-263, Ferozpur-61, Ropar-100, Faridkot-85, Fazilka-238, Muktsar-163, FG Sahib-64, Tarn Taran-81, Moga-24, Mansa-168, Barnala-45)",154,"Amritsar-25, Barnala-2, Bathinda-9, Fazilka-9, Ferozpur-4, FG Sahib-3, Gurdaspur-4, Hoshiarpur-2, Jalandhar-12, Ludhiana-19, Kapurthala-5,  Mansa-5, Moga-5, S.A.S Nagar -6, Muktsar-10, Pathankot-5, Patiala-15, Sangrur-12, Tarn Taran-2)"
2021-05-08,52,"Amritsar-23, Ludhiana-6, Faridkot-23)",6,"Faridkot-3, Ludhiana-3)",6647,"Ludhiana-1048, SAS Nagar-781, Jalandhar-725, Patiala-478, Amritsar-500, Hoshiarpur-163, Bathinda-449, Gurdaspur-400, Kapurthala-133,  Pathankot-264, Sangrur-168, Muktsar-263, Fazilka-232, SBS Nagar-59, Ropar-261, Faridkot-151, Ferozpur-213, Mansa-197, Moga-45, Tarn Taran-27, FG Sahib-37, Barnala-53)",171,"Amritsar-13, Barnala-1, Bathinda-17, Faridkot-1, Fazilka-9, Ferozpur-3, FG Sahib-3, Gurdaspur-5, Hoshiarpur-7, Jalandhar-11, Ludhiana-19, Kapurthala-4,  Mansa-3, S.A.S Nagar -10, Muktsar-17, Pathankot-10, Patiala-13, Ropar-4,SBS Nagar-3, Sangrur-11, Tarn Taran-7)"
2021-05-09,1,Patiala-1),46,"Faridkot-3, Patiala-14, Ludhiana-29)",5850,"Ludhiana-1028, SAS Nagar-229, Patiala-864, Amritsar-470, Hoshiarpur-261, Bathinda-787, Gurdaspur-155, Kapurthala-97,  Pathankot-197, Sangrur-166, Muktsar-326, Fazilka-144, SBS Nagar-65, Ropar-178, Faridkot-166, Ferozpur-172, Mansa-234, Moga-120, Tarn Taran-70, FG Sahib-86, Barnala-35)",191,"Amritsar-20, Barnala-3, Bathinda-17, Faridkot-3, Fazilka-9, Ferozpur-6, FG Sahib-2, Gurdaspur-7, Hoshiarpur-6, Jalandhar-12, Ludhiana-22, Kapurthala-3,  Mansa-3,  Moga-2, S.A.S Nagar -17, Muktsar-9, Pathankot-4, Patiala-18, Ropar-14, Sangrur-12, Tarn Taran-2)"
2021-05-10,39,"Amritsar-5, Jalandhar-7, Ludhiana- 6, Faridkot-20,Patiala-1)",8,"Amritsar-4, Ludhiana-4)",6894,"Ludhiana-2293, SAS Nagar-303, Jalandhar-480,Patiala-524, Amritsar-500, Hoshiarpur-240, Bathinda-450, Gurdaspur-174, Kapurthala-83, Pathankot-257,Sangrur-196, Muktsar-154, Fazilka-359, SBS Nagar-53, Ropar-154, Faridkot-130, Ferozpur-115, Mansa-197, Moga-37, Tarn Taran-42, FG Sahib-87, Barnala-66)",198,"Amritsar-10, Barnala-2, Bathinda-19, Faridkot-5,Fazilka-8, Ferozpur-11, FG Sahib-3, Gurdaspur-4,Hoshiarpur-9, Jalandhar-8, Ludhiana-30, Kapurthala-4,Mansa-4, Moga-1, S.A.S Nagar -14, Muktsar-13,Pathankot-8, Patiala-14, Ropar-10, Sangrur-17, SBSNagar-3 Tarn Taran-1)"
2021-05-11,7,"Amritsar-6, Patiala-1)",11,"Amritsar-2, Faridkot-8, Ludhiana-1)",7324,"Ludhiana-1070, SAS Nagar-253, Jalandhar-2304, Patiala-521, Amritsar-220, Bathinda-551, Hoshiarpur-245,  Gurdaspur-97, Kapurthala-113,  Pathankot-212, Fazilka-352, Muktsar-141,  Sangrur-217, Ropar-144, SBS Nagar-49,  Mansa-215, Faridkot-185, Ferozpur-111, Moga-158, Tarn Taran-47, FG Sahib-79, Barnala-40)",217,"Amritsar-17, Barnala-2, Bathinda-27, Faridkot-8, Fazilka-12, Ferozpur-10, FG Sahib-4, Gurdaspur-9, Hoshiarpur-9, Jalandhar-9, Ludhiana-30, Kapurthala-5,  Mansa-5,  S.A.S Nagar -9, Muktsar-13, Pathankot-8, Patiala-17, Ropar-2, Sangrur-13, SBS Nagar-4, Tarn Taran-4)"
2021-05-12,11,"Ludhiana-2, Patiala-9)",14,Ludhiana-14),4971,"Amritsar-330, Barnala-38, Bathinda-625, Faridkot-123, Fazilka-304, Ferozpur-82, FG Sahib-44,Gurdaspur-205, Hoshiarpur-213, Jalandhar-639,Ludhiana-389, Kapurthala-101, Mansa-366, Moga-49,Muktsar-233, Pathankot-243, Patiala-372, Ropar-69,Sangrur-134, SAS Nagar- 299, SBS Nagar-61, TarnTaran-52)",197,"Amritsar-19, Barnala-4, Bathinda-20, Faridkot-4,Fazilka-8, Ferozpur-2, FG Sahib-4, Gurdaspur-7,Hoshiarpur-8, Jalandhar-9, Ludhiana-28, Kapurthala-8,Mansa-7, S.A.S Nagar -7, Muktsar-9, Pathankot-3,Patiala-20, Ropar-6, Sangrur-14, SBS Nagar-6, TarnTaran-4)"
2021-05-13,21," Amritsar-8, Jalandhar-9, Ludhiana-1, Patiala-3)",2,"Ludhiana-1, Jalandhar-1)",8237,"Amritsar-410, Barnala-38, Bathinda-610, Faridkot-81,Fazilka-222, Ferozpur-80, FG Sahib-93, Gurdaspur-318, Hoshiarpur-395, Jalandhar-678, Ludhiana-1322,Kapurthala-150, Mansa-289, Moga-84, Muktsar-265,Pathankot-372, Patiala-552, Ropar-188, Sangrur-267,SAS Nagar- 1702, SBS Nagar-86, Tarn Taran-35)",184,"Amritsar-10, Barnala-1, Bathinda-12, Faridkot-4,Fazilka-10, Ferozpur-8, FG Sahib-4, Gurdaspur-8,Hoshiarpur-5, Jalandhar-10, Ludhiana-25, Kapurthala-6, Mansa-2, Moga-1, S.A.S Nagar -8, Muktsar-15,Pathankot-5, Patiala-17, Ropar-6, Sangrur-23, TarnTaran-4)"
2021-05-14,36," Amritsar-21, Faridkot-13, Ludhiana-2 )",1, Ludhiana-1 ),8446," Amritsar-635, Barnala-78, Bathinda-688, Faridkot-165, Fazilka-268, Ferozpur-360, FG Sahib-137,Hoshiarpur-115, Jalandhar-647, Ludhiana-981,Kapurthala-36, Mansa-347, Moga-75, Muktsar-438,Pathankot-335, Patiala-721, Ropar-157, Sangrur-233,SAS Nagar- 1940, SBS Nagar-90 )",180,"Amritsar-23, Barnala-3, Bathinda-18, Faridkot-3,Fazilka-9, Ferozpur-3, FG Sahib-3, Gurdaspur-10,Hoshiarpur-8, Jalandhar-13, Ludhiana-19, Kapurthala-5, Mansa-3, Moga-3, S.A.S Nagar -10, Muktsar-11,Pathankot-4, Patiala-13, Ropar-2, Sangrur-9, SBSnagar-6, Tarn Taran-2)"
2021-05-15,4," Jalandhar-2, Patiala-2 )",7," Ludhiana-5, Jalandhar-2 )",8125," Amritsar-825, Barnala-47, Bathinda-709, Faridkot-118, Fazilka-360, Ferozpur-132, FG Sahib-132,Gurdaspur-363, Hoshiarpur-441, Jalandhar-703,Ludhiana-868, Kapurthala-207, Mansa-71, Moga-93,Muktsar-272, Pathankot-377, Patiala-594, Ropar-116,Sangrur-250, SAS Nagar- 1332, SBS Nagar-115 )",217,"Amritsar-26, Barnala-4, Bathinda-24, Faridkot-5,Fazilka-20, Ferozpur-7, FG Sahib-3, Gurdaspur-12,Hoshiarpur-8, Jalandhar-11, Ludhiana-18, Kapurthala-5, Mansa-3, Moga-4, S.A.S Nagar -7, Muktsar-14,Patiala-19, Ropar-3, Sangrur-15, SBS nagar-4, TarnTaran-5)"
2021-05-16,7," Jalandhar-5, Patiala-1, Ludhiana-1 )",10," Ludhiana-1, Patiala-9 )",9059," Amritsar-460, Barnala-59, Bathinda-886, Faridkot-235, Fazilka-366, Ferozpur-141, FG Sahib-106,Gurdaspur-248, Hoshiarpur-204, Jalandhar-658,Ludhiana-537, Kapurthala-234, Mansa-583, Moga-716, Muktsar-281, Pathankot-338, Patiala-383, Ropar-171, Sangrur-218, SAS Nagar- 1921, SBS Nagar-119,Tarn Taran- 195 )",202,"Amritsar-11, Barnala-2, Bathinda-22, Faridkot-3,Fazilka-19, Ferozpur-7, FG Sahib-4, Gurdaspur-9,Hoshiarpur-5, Jalandhar-12, Ludhiana-20, Kapurthala-6, Mansa-4, Moga-6, S.A.S Nagar -14, Muktsar-19,Pathankot-7, Patiala-15, Ropar-1, Sangrur-12, SBSnagar-2, Tarn Taran-2)"
2021-05-17,0,,3, Ludhiana-3 ),8552," Amritsar-485, Barnala-62, Bathinda-882, Faridkot-207, Fazilka-513, Ferozpur-202, FG Sahib-100,Gurdaspur-172, Hoshiarpur-451, Jalandhar-650,Ludhiana-1211, Kapurthala-193, Mansa-493, Moga-96, Muktsar-449, Pathankot-326, Patiala-544, Ropar-289, Sangrur-179, SAS Nagar- 939, SBS Nagar-109 )",194,"Amritsar-17, Barnala-5, Bathinda-19, Faridkot-5,Fazilka-15, Ferozpur-8, FG Sahib-4, Gurdaspur-12,Hoshiarpur-5, Jalandhar-13, Ludhiana-20, Kapurthala-6, Mansa-2, Moga-4, S.A.S Nagar -11, Muktsar-9,Pathankot-1, Patiala-11, Ropar-2, Sangrur-18, SBSnagar-5, Tarn Taran-2)"
2021-05-18,24," Amritsar-2, Ludhiana-2, Faridkot-20 )",9," Ludhiana-7, Patiala-2 )",8174," Amritsar-485, Barnala-75, Bathinda-829, Faridkot-197, Fazilka-481, Ferozpur-133, FG Sahib-107,Gurdaspur-188, Hoshiarpur-209, Jalandhar-667,Ludhiana-1436, Kapurthala-182, Mansa-197, Moga-36, Muktsar-371, Pathankot-284, Patiala-695, Ropar-273, Sangrur-175, SAS Nagar- 992, SBS Nagar-77,Tarn Taran -85 )",231,"Amritsar-16, Barnala-4, Bathinda-34, Faridkot-8,Fazilka-15, Ferozpur-8, FG Sahib-3, Gurdaspur-6,Hoshiarpur-10, Jalandhar-9, Ludhiana-21, Kapurthala-8, Mansa-7, Moga-2, S.A.S Nagar -15, Muktsar-19,Pathankot-6, Patiala-19, Ropar-5, Sangrur-11, SBSnagar-2, Tarn Taran-3)"
2021-05-19,5,Patiala-5),4," Ludhiana-2, Patiala-2 )",7872," Amritsar-585, Barnala-40, Bathinda-465, Faridkot-222, Fazilka-258, Ferozpur-130, FG Sahib-40,Gurdaspur-127, Hoshiarpur-404, Jalandhar-592,Ludhiana-1702, Kapurthala-161, Mansa-410, Moga-200, Muktsar-286, Pathankot-288, Patiala-372, Ropar-275, Sangrur-140, SAS Nagar- 887, SBS Nagar-88,Tarn Taran -200)",208,"Amritsar-11, Barnala-7, Bathinda-23, Faridkot-4, FGSahib-3, Fazilka-11, Ferozpur-6, Gurdaspur-5,Hoshiarpur-7, Jalandhar-13,Kapurthala-5, Ludhiana-27, Mansa-4, Moga-3, S.A.S Nagar -15, Muktsar-15,Pathankot-5, Patiala-16, Ropar-5, Sangrur-18, SBSnagar-4, Tarn Taran-1)"
2021-05-20,17,"Jalandhar-2, Faridkot-14,Patiala-1)",35," Ludhiana-5, Faridkot-18, Amritsar- 11, Jalandhar-1 )",8736," Amritsar-545, Barnala-51, Bathinda-713, Faridkot-135, Fazilka-665, Ferozpur-83, FG Sahib-36,Gurdaspur-194, Hoshiarpur-453, Jalandhar-576,Ludhiana-1444, Kapurthala-165, Mansa-330, Moga-112, Muktsar-380, Pathankot-353, Patiala-498, Ropar-270, Sangrur-195, SAS Nagar- 1436, SBS Nagar-46,Tarn Taran -56)",193,"Amritsar-9, Barnala-5, Bathinda-21, Faridkot-6, FGSahib-4, Fazilka-12, Ferozpur-6, Gurdaspur-13,Hoshiarpur-7, Jalandhar-7,Kapurthala-6, Ludhiana-26,Mansa-4, Moga-3, S.A.S Nagar -20, Muktsar-5,Pathankot-9, Patiala-9, Ropar-3, Sangrur-12, SBSnagar-5, Tarn Taran-1)"
2021-05-21,4,"Jalandhar-3, Patiala-1)",3, Ludhiana-3 ),8652," Amritsar-423, Barnala-46, Bathinda-726, Faridkot-243, Fazilka-706, Ferozpur-246, FG Sahib-189,Gurdaspur-229, Hoshiarpur-303, Jalandhar-788,Kapurthala-193, Ludhiana-1363, Mansa-317, Moga-52, Muktsar-316, Pathankot-322, Patiala-553, Ropar-209, Sangrur-235, SAS Nagar- 999, SBS Nagar-112,Tarn Taran -82)",172,"Amritsar-9, Barnala-3, Bathinda-19, Faridkot-3, FGSahib-4, Fazilka-9, Ferozpur-3, Gurdaspur-5,Hoshiarpur-5, Jalandhar-9,Kapurthala-4, Ludhiana-23,Mansa-5, Moga-1, S.A.S Nagar -13, Muktsar-7,Pathankot-8, Patiala-19, Ropar-4, Sangrur-11, SBSnagar-3, Tarn Taran-5)"
2021-05-22,13,"Jalandhar-1, Patiala-2, Faridkot-10)",5," Ludhiana-4, jalandhar-1)",7363," Amritsar-470, Barnala-103, Bathinda-842, Faridkot-216, Fazilka-475, Ferozpur-213, FG Sahib-79,Gurdaspur-169, Hoshiarpur-55, Jalandhar-557,Kapurthala-189, Ludhiana-1198, Mansa-370, Moga-20, Muktsar-267, Pathankot-344, Patiala-646, Ropar-175, Sangrur-104, SAS Nagar- 731, SBS Nagar-80,Tarn Taran- 60)",201,"Amritsar-19, Barnala-4, Bathinda-20, Faridkot-9, FGSahib-4, Fazilka-12, Ferozpur-9, Gurdaspur-2,Hoshiarpur-6, Jalandhar-9, Kapurthala-2, Ludhiana-17,Mansa-5, Moga-5, S.A.S Nagar -16, Muktsar-12,Pathankot-8, Patiala-20, Ropar-4, Sangrur-9, SBSnagar-4, Tarn Taran-5)"
2021-05-23,4, Ludhiana-4 ),8," Ludhiana-5, Patiala-8)",8527," Amritsar-500, Barnala-71, Bathinda-845, Faridkot-219, Fazilka-399, Ferozpur-175, FG Sahib-148,Gurdaspur-142, Hoshiarpur-707, Jalandhar-574,Kapurthala-206, Ludhiana-1315, Mansa-333, Moga-160, Muktsar-297, Pathankot-318, Patiala-467, Ropar-172, Sangrur-355, SAS Nagar- 985, SBS Nagar-87,Tarn Taran- 52)",172,"Amritsar-15, Barnala-3, Bathinda-18, Faridkot-4, FGSahib-4, Fazilka-10, Ferozpur-4, Gurdaspur-3,Hoshiarpur-6, Jalandhar-7, Kapurthala-5, Ludhiana-20,Mansa-4, Moga-1, S.A.S Nagar -16, Muktsar-5,Pathankot-5, Patiala-19, Ropar-2, Sangrur-16, SBSnagar-4, Tarn Taran-1)"
2021-05-24,9," Jalandhar-2, Patiala-7 )",11," Ludhiana-9, Jalandhar-1, Patiala-1)",6803," Amritsar-398, Barnala-69, Bathinda-770, Faridkot-163, Fazilka-409, Ferozpur-240, FG Sahib-92,Gurdaspur-109, Hoshiarpur-204, Jalandhar-513,Kapurthala-127, Ludhiana-1305, Mansa-206, Moga-56, Muktsar-400, Pathankot-276, Patiala-353, Ropar-128, Sangrur-175, SAS Nagar- 686, SBS Nagar-64,Tarn Taran- 60)",178,"Amritsar-13, Barnala-6, Bathinda-14, Faridkot-3, FGSahib-4, Fazilka-6, Ferozpur-9, Gurdaspur-6,Hoshiarpur-8, Jalandhar-8, Kapurthala-6, Ludhiana-15,Mansa-8, S.A.S Nagar -7, Muktsar-11, Pathankot-6,Patiala-17, Ropar-4, Sangrur-16, SBS nagar-3, TarnTaran-8)"
2021-05-25,2, Patiala-2 ),8, Ludhiana-8 ),6451," Amritsar-385, Barnala-90, Bathinda-633, Faridkot-170, Fazilka-435, Ferozpur-119, FG Sahib-128, Gurdaspur-159, Hoshiarpur-358, Jalandhar-591, Kapurthala-186, Ludhiana-1113, Mansa-270, Moga-99,  Muktsar-313, Pathankot-285, Patiala-123, Ropar-136, Sangrur-221, SAS Nagar- 536, SBS Nagar-90, Tarn Taran- 11)",176,"Amritsar-16, Barnala-4, Bathinda-14, Faridkot-6, FG Sahib-4, Fazilka-7, Ferozpur-8, Gurdaspur-5, Hoshiarpur-3, Jalandhar-12, Kapurthala-7, Ludhiana-19, Mansa-6, Moga-5, S.A.S Nagar -9, Muktsar-9, Pathankot-4, Patiala-13, Ropar-2, Sangrur-17, SBS nagar-3, Tarn Taran-3)"
2021-05-26,0,,2," Ludhiana-1, Patiala-1)",6397," Amritsar-370, Barnala-25, Bathinda-648, Faridkot-228, Fazilka-358, Ferozpur-171, FG Sahib-82,Gurdaspur-266, Hoshiarpur-169, Jalandhar-511,Kapurthala-168, Ludhiana-922, Mansa-357, Moga-157, Muktsar-415, Pathankot-177, Patiala-372, Ropar-90, Sangrur-151, SAS Nagar- 558, SBS Nagar-86,Tarn Taran- 116)",186,"Amritsar-14, Barnala-8, Bathinda-14, FG Sahib-3,Fazilka-14, Ferozpur-5, Gurdaspur-8, Hoshiarpur-6,Jalandhar-11, Kapurthala-5, Ludhiana-20, Mansa-6,Moga-4, S.A.S Nagar -7, Muktsar-10, Pathankot-10,Patiala-20, Ropar-1, Sangrur-15, Tarn Taran-5)"
2021-05-27,2,"Ludhiana-1,Patiala-1)",8, Ludhiana-8),5995," Amritsar-400, Barnala-61, Bathinda-544, Faridkot-106, Fazilka-361, Ferozpur-66, FG Sahib-187,Gurdaspur-211, Hoshiarpur-201, Jalandhar-553,Kapurthala-81, Ludhiana-834, Mansa-196, Muktsar-593, Pathankot-244, Patiala-251, Ropar-109, Sangrur-267, SAS Nagar- 654, SBS Nagar-55, Tarn Taran- 21)",178,"Amritsar-13, Barnala-7, Bathinda-13, Faridkot-15, FGSahib-3, Fazilka-11, Ferozpur-12, Gurdaspur-9,Hoshiarpur-2, Jalandhar-12, Kapurthala-7, Ludhiana-17, Mansa-6, S.A.S Nagar -4, Muktsar-7, Pathankot-7,Patiala-12, Ropar-3, Sangrur-13, SBS Nagar-2, TarnTaran-3)"
2021-05-28,1, Jalandhar-1 ),7, Ludhiana-7 ),6797," Amritsar-292, Barnala-51, Bathinda-775, Faridkot-155, Fazilka-524, Ferozpur-186, FG Sahib-140,Gurdaspur-170, Hoshiarpur-331, Jalandhar-621,Kapurthala-139, Ludhiana-971, Mansa-190, Moga-189, Muktsar-451, Pathankot-220, Patiala-303, Ropar-102, Sangrur-135, SAS Nagar- 708, SBS Nagar-80,Tarn Taran- 64)",148,"Amritsar-19, Barnala-2, Bathinda-7, Faridkot-6, FGSahib-4, Fazilka-5, Ferozpur-5, Gurdaspur-5,Hoshiarpur-3, Jalandhar-10, Kapurthala-4, Ludhiana-20, Mansa-6, Moga-3, S.A.S Nagar -6, Muktsar-7,Pathankot-4, Patiala-9, Ropar-4, Sangrur-13, SBSNagar-2, Tarn Taran-4)"
2021-05-29,15," Amritsar-11, Jalandhar-4 )",8," Amritsar-2, Jalandhar-1,Ludhiana-5 )",5698," Amritsar-280, Barnala-60, Bathinda-617, Faridkot-142, Fazilka-278, Ferozpur-184, FG Sahib-114,Gurdaspur-167, Hoshiarpur-287, Jalandhar-422,Kapurthala-153, Ludhiana-717, Mansa-181, Moga-92,Muktsar-324, Pathankot-209, Patiala-476, Ropar-77,Sangrur-134, SAS Nagar-629 , SBS Nagar-101, TarnTaran- 54)",125,"Amritsar-12, Barnala-5, Bathinda-14, Faridkot-3, FGSahib-2, Fazilka-11, Ferozpur-6, Gurdaspur-2,Hoshiarpur-2, Jalandhar-8, Kapurthala-3, Ludhiana-14,Mansa-5, Moga-2, S.A.S Nagar -5, Muktsar-5,Pathankot-4, Patiala-8, Ropar-1, Sangrur-9, SBSNagar-3, Tarn Taran-1)"
2021-05-30,5, Ludhiana-5 ),0,,5371," Amritsar-300, Barnala-58, Bathinda-613, Faridkot-162, Fazilka-296, Ferozpur-154, FG Sahib-85,Gurdaspur-135, Hoshiarpur-262, Jalandhar-502,Kapurthala-91, Ludhiana-772, Mansa-168, Moga-56,Muktsar-399, Pathankot-173, Patiala-381, Ropar-85,Sangrur-85, SAS Nagar-448 , SBS Nagar-64, TarnTaran- 82)",127,"Amritsar-19, Barnala-2, Bathinda-13, Faridkot-5,Fazilka-3, Ferozpur-1, Gurdaspur-10, Hoshiarpur-6,Jalandhar-4, Kapurthala-2, Ludhiana-12, Mansa-6,Moga-3, S.A.S Nagar -7, Muktsar-6, Pathankot-3,Patiala-6, Ropar-5, Sangrur-9, SBS Nagar-3, TarnTaran-2)"
2021-05-31,0,,9," Ludhiana-8, Jalandhar-1 )",4904," Amritsar-240, Barnala-69, Bathinda-448, Faridkot-80, Fazilka-204, Ferozpur-134, FG Sahib-86,Gurdaspur-175, Hoshiarpur-272, Jalandhar-442,Kapurthala-151, Ludhiana-679, Mansa-152, Moga-59,Muktsar-345, Pathankot-232, Patiala-381, Ropar-74,Sangrur-256, SAS Nagar-318 , SBS Nagar-55, TarnTaran- 52)",117,"Amritsar-7, Barnala-3, Bathinda-11, Faridkot-4, FGSahib-2, Fazilka-5, Ferozpur-6, Gurdaspur-8,Hoshiarpur-3, Jalandhar-7, Kapurthala-3, Ludhiana-8,Mansa-4, Moga-2, S.A.S Nagar -9, Muktsar-9,Pathankot-1, Patiala-12, Ropar-1, Sangrur-8, SBSNagar-3, Tarn Taran-1)"
2021-06-01,14,"Jalandhar-1, Ludhiana-4, Patiala-4, Faridkot-5)",2, Patiala-2 ),5039," Amritsar-390, Barnala-48, Bathinda-397, Faridkot-99, Fazilka-395, Ferozpur-155, Gurdaspur-153,Hoshiarpur-128, Jalandhar-492, Kapurthala-59,Ludhiana-579, Mansa-271, Moga-80, Muktsar-324,Pathankot-218, Patiala-342, Ropar-88, Sangrur-144,SAS Nagar-535 , SBS Nagar-81, Tarn Taran- 61)",94,"Amritsar-4, Barnala-2, Bathinda-13, Faridkot-3, FGSahib-1, Fazilka-5, Ferozpur-2, Gurdaspur-7,Hoshiarpur-3, Jalandhar-7, Kapurthala-3, Ludhiana-3,Mansa-3, S.A.S Nagar -6, Muktsar-3, Pathankot-1,Patiala-6, Ropar-4, Sangrur-10, SBS Nagar-2, TarnTaran-6)"
2021-06-03,4,Faridkot-4),5," Patiala-2, Amritsar-3)",4512," Amritsar-330, Barnala-30, Bathinda-426, Faridkot-81, Fazilka-330, Ferozepur-285, Fatehgarh Sahib-166,Gurdaspur-145, Hoshiarpur-102, Jalandhar-527,Kapurthala-55, Ludhiana-501, Mansa-245, Muktsar-295, Pathankot-148, Patiala-340, Ropar-152, Sangrur-80, SAS Nagar-213, SBS Nagar-18, Tarn Taran- 43)",91,"Amritsar-7, Barnala-2, Bathinda-13, Faridkot-3,Fatehgarh Sahib-1, Fazilka-6, Ferozepur-2, Gurdaspur-3, Hoshiarpur-3, Jalandhar-5, Kapurthala-2, Ludhiana-6, Mansa-6, Moga-1, S.A.S Nagar-4, Muktsar-5,Pathankot-1, Patiala-10, Ropar-3, Sangrur-4, SBSNagar-1, Tarn Taran-3)"
2021-06-04,8,"Faridkot-6, Ludhiana-2)",1, Ludhiana-1),4314," Amritsar-345, Barnala-45, Bathinda-353, Faridkot-152, Fazilka-218, Ferozepur-123, Fatehgarh Sahib-50,Gurdaspur-134, Hoshiarpur-401, Jalandhar-375,Kapurthala-97, Ludhiana-453, Mansa-261, Muktsar-294, Pathankot-139, Patiala-160, Ropar-76, Sangrur-177, SAS Nagar-377, SBS Nagar-39, Tarn Taran- 45)",71,"Amritsar-4, Barnala-1, Bathinda-8, Faridkot-2,Fazilka-1, Ferozepur-3, Gurdaspur-4, Hoshiarpur-1,Jalandhar-5, Kapurthala-2, Ludhiana-7, Moga-4, S.A.SNagar-2, Muktsar-3, Pathankot-1, Patiala-10, Ropar-2,Sangrur-9, SBS Nagar-1, Tarn Taran-1)"
2021-06-06,3,"Ludhiana-1, Patiala-2)",6," Amritsar-1, Faridkot-1, Patiala-4 )",3790," Amritsar-200, Barnala-13, Bathinda-280, Faridkot-109, Fazilka-234, Ferozpur-130, Fatehgarh Sahib-106,Gurdaspur-102, Hoshiarpur-148, Jalandhar-449,Kapurthala-91, Ludhiana-408, Mansa-221, Moga-69,Muktsar-302, Pathankot-124, Patiala-205, Ropar-107,Sangrur-128, SAS Nagar-269, SBS Nagar-36, TarnTaran- 59)",65,"Amritsar-4, Barnala-2, Bathinda-7, Faridkot-2,Fazilka-4, Ferozepur-2, Gurdaspur-3, Hoshiarpur-1,Jalandhar-5, Kapurthala-3, Ludhiana-3, Mansa-1,Moga-4, S.A.S Nagar-1, Muktsar-7, Pathankot-1,Patiala-6, Ropar-2, Sangrur-5, SBS Nagar-1, TarnTaran-1)"
2021-06-07,0,,2, Ludhiana-2 ),3350," Amritsar-192, Barnala-62, Bathinda-292, Faridkot-137, Fazilka-157, Ferozpur-155, Fatehgarh Sahib-19,Gurdaspur-118, Hoshiarpur-167, Jalandhar-250,Kapurthala-89, Ludhiana-510, Mansa-172, Moga-57,Muktsar-184, Pathankot-169, Patiala-209, Ropar-22,Sangrur-81, SAS Nagar-217, SBS Nagar-49, TarnTaran- 42)",82,"Amritsar-8, Barnala-2, Bathinda-9, Faridkot-3,Fazilka-5, Ferozepur-1, Fatehgarh Sahib-1, Gurdaspur-2, Hoshiarpur-2, Jalandhar-4, Kapurthala-4, Ludhiana-6, Mansa-2, Moga-2, S.A.S Nagar-5, Muktsar-4,Pathankot-4, Patiala-8, Ropar-3, Sangrur-6, TarnTaran-1)"
2021-06-08,8," Ludhiana-3, Jalandhar-4, Patiala-1 )",5," Ludhiana-4, Amritsar-1 )",2642," Amritsar-172, Barnala-50, Bathinda-223, Faridkot-55, Fazilka-148, Ferozpur-154, Fatehgarh Sahib-100,Gurdaspur-91, Hoshiarpur-73, Jalandhar-202,Kapurthala-68, Ludhiana-237, Mansa-157, Moga-21,Muktsar-120, Pathankot-44, Patiala-191, Ropar-79,Sangrur-146, SAS Nagar-235, SBS Nagar-34, TarnTaran- 42)",60,"Amritsar-6, Barnala-1, Bathinda-5, Faridkot-1,Fazilka-2, Ferozepur-1, Gurdaspur-3, Hoshiarpur-2,Jalandhar-7, Kapurthala-1, Ludhiana-6, Mansa-1,Moga-3, S.A.S Nagar-5, Muktsar-2, Pathankot-2,Patiala-5, Ropar-1, Sangrur-3, SBS Nagar-1, TarnTaran-2)"
