date,district,containment,population_contained
2021-03-21,ludhiana,"179 sunrise colony, vill- dad (pakhowal), ludhiana",400
2021-03-21,ludhiana,"19- k st no-3, backside- greenland school, aman nagar, jal bye pass,ludhiana",220
2021-03-21,ludhiana,"2876 gurdev nagar, ludhiana",232
2021-03-21,ludhiana,"30 east model gram, ludhiana",625
2021-03-21,ludhiana,"4834, st no -19, durga puri, haibowal, ludhiana",178
2021-03-21,ludhiana,"728 chandar nagar, ludhiana",915
2021-03-21,ludhiana,"96- a agar nagar, ludhiana",545
2021-03-21,mansa,"ward no. 21 nangal colony, mansa",90
2021-03-21,mohali,"#177, shivalik vihar, zirakpur",126
2021-03-21,mohali,"#204, nirmalchayya, vip road, zirakpur",10
2021-03-21,mohali,"#495, phase 10, mohali",54
2021-03-21,mohali,"#866, vikasnagar, nayagaon",20
2021-03-21,mohali,"4606 a, sector-70, mohali",79
2021-03-21,mohali,national dental college,15
2021-03-21,mohali,village dharamgarh,10
2021-03-21,pathankot,"pranav cottage saigal hospital lane, friends colony",31
2021-03-21,pathankot,shastri nagar,67
2021-03-21,patiala,"#5b, new lal bagh, patiala.",17
2021-03-21,patiala,"#61c partap nagar, patiala",12
2021-03-21,patiala,"24b ram bagh colony, near leela bhawan, patiala",14
2021-03-21,patiala,urban estate ph-2 around,0
2021-03-21,sbs nagar,"vikas nagar, nsr",25
2021-03-21,sbs nagar,"vill. ratinda, mukandpur",90
2021-03-21,sbs nagar,vpofarala tehsil banga,0
2021-03-22,amritsar,b-block (ranjit avenue),47
2021-03-22,amritsar,gawal mandi,60
2021-03-22,amritsar,"guru amar dass avenue , d block, lane no. 2, house no. 40 and 41",50
2021-03-22,amritsar,guru amar dass avenue d-block (ranjit avenue),50
2021-03-22,amritsar,housing board colony-2 (basant avenue),160
2021-03-22,amritsar,lopoke,33
2021-03-22,amritsar,sant avenue house no. 20 (gopal nagar),65
2021-03-22,amritsar,sjs avenue gali no. 2(verka),96
2021-03-22,amritsar,sjs avenue gali no. 4a,124
2021-03-22,fatehgarh sahib,"nai sarahavan, bassi pathana",45
2021-03-22,fazilika,"ridhi sidhi colony , abohar",214
2021-03-22,fazilika,"vpo banwala hanwanta, fazilka",250
2021-03-22,ferozepur,"7 division army area, fzr cantt",70
2021-03-22,ferozepur,new purba ferozeshah,85
2021-03-22,hoshiarpur,ajnoha,513
2021-03-22,hoshiarpur,alowal,1240
2021-03-22,hoshiarpur,bahowal,438
2021-03-22,hoshiarpur,barian kalan,532
2021-03-22,hoshiarpur,bassi nau,1480
2021-03-22,hoshiarpur,binjo,578
2021-03-22,hoshiarpur,bora,468
2021-03-22,hoshiarpur,chagran,435
2021-03-22,hoshiarpur,chak ronta,518
2021-03-22,hoshiarpur,dada,498
2021-03-22,hoshiarpur,dasmesh nagar hoshiarpur,435
2021-03-22,hoshiarpur,dhada khurd,368
2021-03-22,hoshiarpur,dhamai,548
2021-03-22,hoshiarpur,dhoot kalan,1180
2021-03-22,hoshiarpur,ghumiala,1183
2021-03-22,hoshiarpur,gokal nagar hoshiarpur,428
2021-03-22,hoshiarpur,hakumatpur,712
2021-03-22,hoshiarpur,harta,469
2021-03-22,hoshiarpur,jassowal,415
2021-03-22,hoshiarpur,kot fatuhi,467
2021-03-22,hoshiarpur,lerha,458
2021-03-22,hoshiarpur,mahilpur ward no.4,294
2021-03-22,hoshiarpur,mehrowal,356
2021-03-22,hoshiarpur,mithewal,265
2021-03-22,hoshiarpur,nadalon,583
2021-03-22,hoshiarpur,pandori mehtma,463
2021-03-22,hoshiarpur,sataur,551
2021-03-22,hoshiarpur,sham chourassi,448
2021-03-22,hoshiarpur,singriwala,516
2021-03-22,hoshiarpur,talwandi araiyan,997
2021-03-22,hoshiarpur,village souli,543
2021-03-22,hoshiarpur,ward no. 11 garhshanker,153
2021-03-22,hoshiarpur,ward no. 4 garhshanker,133
2021-03-22,jalandhar,"bi bazzar,lal kurti jalandhar cantt",378
2021-03-22,jalandhar,chachowal,482
2021-03-22,jalandhar,choudhary mohalla,110
2021-03-22,jalandhar,kasturba nagar,475
2021-03-22,jalandhar,palamvihar (mithapur),267
2021-03-22,jalandhar,ravidasspura,72
2021-03-22,ludhiana,"14 parkash colony, barewal road, ludhiana",420
2021-03-22,ludhiana,"179 sunrise colony, vill- dad (pakhowal), ludhiana",400
2021-03-22,ludhiana,"2876 gurdev nagar, ludhiana",232
2021-03-22,ludhiana,"30 east model gram, ludhiana",625
2021-03-22,ludhiana,"4834, st no -19, durga puri, haibowal, ludhiana",178
2021-03-22,ludhiana,"4914-h-3 sandeep nagar,  backside - gulmohar hotel, ludhiana",362
2021-03-22,ludhiana,"728 chandar nagar, ludhiana",915
2021-03-22,ludhiana,"96- a agar nagar, ludhiana",545
2021-03-22,ludhiana,"nearby uco bank, vill- bhundri, block sidhwan bet, ludhiana",320
2021-03-22,ludhiana,"vill- kotumare, block sidhwan bet, ludhiana",408
2021-03-22,mohali,"#177, shivalik vihar, zirakpur",126
2021-03-22,mohali,"#204, nirmal chayya, vip road, zirakpur",10
2021-03-22,mohali,"#495, phase 10, mohali",54
2021-03-22,mohali,"#866, vikas nagar, nayagaon",20
2021-03-22,mohali,"4606 a, sector-70, mohali",79
2021-03-22,mohali,national dental college derabassi,15
2021-03-22,mohali,village dharamgarh,10
2021-03-22,pathankot,shastri nagar,67
2021-03-22,patiala,"#5b, new lal bagh, patiala.",17
2021-03-22,patiala,"#61c partap nagar, patiala",12
2021-03-22,patiala,"24b ram bagh colony, near leela bhawan, patiala",14
2021-03-22,patiala,"urban estate ph-2 around house no , 2081-2088 patiala.",0
2021-03-22,sbs nagar,ghuman,928
2021-03-22,sbs nagar,ratainda,90
2021-03-22,sbs nagar,"vikas nagar, nsr",25
2021-03-23,amritsar,b-block (ranjit avenue),47
2021-03-23,amritsar,gawal mandi,60
2021-03-23,amritsar,guru amar dass avenue d-block (ranjit avenue),50
2021-03-23,amritsar,"guru amar dassavenue , d block, lane no. 2, house no. 40 and 41",50
2021-03-23,amritsar,housing board colony-2 (basant avenue),160
2021-03-23,amritsar,lopoke,33
2021-03-23,amritsar,sant avenue house no. 20 (gopal nagar),65
2021-03-23,amritsar,sjs avenue gali no. 2(verka),96
2021-03-23,amritsar,sjs avenue gali no. 4a,124
2021-03-23,fatehgarh sahib,"nai sarahavan, bassi pathana",45
2021-03-23,fazilika,"circular road,abohar",250
2021-03-23,fazilika,"ridhisidhicolony ,abohar",214
2021-03-23,fazilika,"sunder nagri,abohar",2535
2021-03-23,fazilika,"vpo banwalahanwanta, fazilka",250
2021-03-23,ferozepur,"7 division army area, fzr cantt",70
2021-03-23,ferozepur,new purbaferozeshah,85
2021-03-23,hoshiarpur,ajnoha,513
2021-03-23,hoshiarpur,alowal,1240
2021-03-23,hoshiarpur,bassinou,1480
2021-03-23,hoshiarpur,binjo,578
2021-03-23,hoshiarpur,dasmesh nagar hoshiarpur,435
2021-03-23,hoshiarpur,dhada khurd,368
2021-03-23,hoshiarpur,dhoot kalan,1180
2021-03-23,hoshiarpur,ghumiala,1183
2021-03-23,hoshiarpur,gokal nagar hoshiarpur,428
2021-03-23,hoshiarpur,jassowal,415
2021-03-23,hoshiarpur,kot fatuhi,467
2021-03-23,hoshiarpur,lehra,458
2021-03-23,hoshiarpur,mahilpur ward no.4,294
2021-03-23,hoshiarpur,mehrowal,356
2021-03-23,hoshiarpur,mithewal,265
2021-03-23,hoshiarpur,nadalon,583
2021-03-23,hoshiarpur,pandori mehtma,463
2021-03-23,hoshiarpur,sataur,551
2021-03-23,hoshiarpur,sham chourassi,448
2021-03-23,hoshiarpur,singriwal,516
2021-03-23,hoshiarpur,talwandi araiyan,997
2021-03-23,jalandhar,"bi bazzar,lalkurti jalandhar cantt",378
2021-03-23,jalandhar,chachowal,482
2021-03-23,jalandhar,kasturba nagar,475
2021-03-23,jalandhar,palamvihar (mithapur),267
2021-03-23,ludhiana,"14 parkash colony, barewal road, ludhiana",420
2021-03-23,ludhiana,"179 sunrise colony, vill- dad (pakhowal), ludhiana",400
2021-03-23,ludhiana,"2876 gurdev nagar, ludhiana",232
2021-03-23,ludhiana,"30 east model gram, ludhiana",625
2021-03-23,ludhiana,"4834, st no -19, durga puri, haibowal, ludhiana",178
2021-03-23,ludhiana,"4914-h-3 sandeep nagar,  backside - gulmohar hotel, ludhiana",362
2021-03-23,ludhiana,"728 chandar nagar, ludhiana",915
2021-03-23,ludhiana,"nearby uco bank, vill- bhundri, block sidhwan bet, ludhiana",320
2021-03-23,ludhiana,"vill- kotumare, block sidhwan bet, ludhiana",408
2021-03-23,mohali,"#177, shivalik vihar, zirakpur",126
2021-03-23,mohali,"#204, nirmalchayya, vip road, zirakpur",10
2021-03-23,mohali,"#495, phase 10, mohali",54
2021-03-23,mohali,"#866, vikasnagar, nayagaon",20
2021-03-23,mohali,"4606 a, sector-70, mohali",79
2021-03-23,mohali,"e192, bollywood heights, zirakpur",0
2021-03-23,mohali,national dental college derabassi,15
2021-03-23,mohali,"tower a, floor 5,nirmalchaya, zirkapur",0
2021-03-23,mohali,village dharamgarh,10
2021-03-23,pathankot,shastri nagar,67
2021-03-23,patiala,"#5b, new lal bagh, patiala.",17
2021-03-23,patiala,"#61c partap nagar, patiala",12
2021-03-23,patiala,model town opp chc,40
2021-03-23,patiala,"urban estate ph-2 around house no , 2081-2088 patiala.",24
2021-03-23,ropar,dashmeshnagar,190
2021-03-23,ropar,jnv colony sandhuan,69
2021-03-23,ropar,"kahiwal, sri anandpur sahib",219
2021-03-23,ropar,paharpur,331
2021-03-23,ropar,samlah,229
2021-03-23,sbs nagar,ghuman,928
2021-03-23,sbs nagar,ratainda,90
2021-03-23,sbs nagar,"vikas nagar, nsr",25
2021-03-24,amritsar,b-block (ranjit avenue),47
2021-03-24,amritsar,gawal mandi,60
2021-03-24,amritsar,guru amar dass avenue d-block (ranjit avenue),50
2021-03-24,amritsar,"guru amar dassavenue , d block, lane no. 2, house no. 40 and 41",50
2021-03-24,amritsar,housing board colony-2 (basant avenue),160
2021-03-24,amritsar,lopoke,33
2021-03-24,amritsar,sant avenue house no. 20 (gopal nagar),65
2021-03-24,amritsar,sjs avenue gali no. 2(verka),96
2021-03-24,amritsar,sjs avenue gali no. 4a,124
2021-03-24,fatehgarh sahib,"nai sarahavan, bassi pathana",45
2021-03-24,fazilika,"circular road,abohar",250
2021-03-24,fazilika,"ridhisidhicolony ,abohar",214
2021-03-24,fazilika,"sunder nagri,abohar",2535
2021-03-24,fazilika,"vpo banwalahanwanta, fazilka",250
2021-03-24,ferozepur,"7 division army area, fzr cantt",70
2021-03-24,ferozepur,new purbaferozeshah,85
2021-03-24,hoshiarpur,ajnoha,513
2021-03-24,hoshiarpur,alowal,1240
2021-03-24,hoshiarpur,bassinou,1480
2021-03-24,hoshiarpur,binjo,578
2021-03-24,hoshiarpur,dasmesh nagar hoshiarpur,435
2021-03-24,hoshiarpur,dhada khurd,368
2021-03-24,hoshiarpur,dhoot kalan,1180
2021-03-24,hoshiarpur,ghumiala,1183
2021-03-24,hoshiarpur,gokal nagar hoshiarpur,428
2021-03-24,hoshiarpur,jassowal,415
2021-03-24,hoshiarpur,kot fatuhi,467
2021-03-24,hoshiarpur,lehra,458
2021-03-24,hoshiarpur,mahilpur ward no.4,294
2021-03-24,hoshiarpur,mehrowal,356
2021-03-24,hoshiarpur,mithewal,265
2021-03-24,hoshiarpur,nadalon,583
2021-03-24,hoshiarpur,pandori mehtma,463
2021-03-24,hoshiarpur,sataur,551
2021-03-24,hoshiarpur,sham chourassi,448
2021-03-24,hoshiarpur,singriwal,516
2021-03-24,hoshiarpur,talwandi araiyan,997
2021-03-24,jalandhar,"bi bazzar,lalkurti jalandhar cantt",378
2021-03-24,jalandhar,chachowal,482
2021-03-24,jalandhar,kasturba nagar,475
2021-03-24,jalandhar,palamvihar (mithapur),267
2021-03-24,ludhiana,"14 parkash colony, barewal road, ludhiana",420
2021-03-24,ludhiana,"179 sunrise colony, vill- dad (pakhowal), ludhiana",400
2021-03-24,ludhiana,"2876 gurdev nagar, ludhiana",232
2021-03-24,ludhiana,"30 east model gram, ludhiana",625
2021-03-24,ludhiana,"4834, st no -19, durga puri, haibowal, ludhiana",178
2021-03-24,ludhiana,"4914-h-3 sandeep nagar,  backside - gulmohar hotel, ludhiana",362
2021-03-24,ludhiana,"728 chandar nagar, ludhiana",915
2021-03-24,ludhiana,"nearby uco bank, vill- bhundri, block sidhwan bet, ludhiana",320
2021-03-24,ludhiana,"vill- kotumare, block sidhwan bet, ludhiana",408
2021-03-24,mohali,"#177, shivalik vihar, zirakpur",126
2021-03-24,mohali,"#204, nirmalchayya, vip road, zirakpur",10
2021-03-24,mohali,"#495, phase 10, mohali",54
2021-03-24,mohali,"#866, vikasnagar, nayagaon",20
2021-03-24,mohali,"4606 a, sector-70, mohali",79
2021-03-24,mohali,"e192, bollywood heights, zirakpur",0
2021-03-24,mohali,national dental college derabassi,15
2021-03-24,mohali,"tower a, floor 5,nirmalchaya, zirkapur",0
2021-03-24,mohali,village dharamgarh,10
2021-03-24,pathankot,shastri nagar,67
2021-03-24,patiala,"#5b, new lal bagh, patiala.",17
2021-03-24,patiala,"#61c partap nagar, patiala",12
2021-03-24,patiala,model town opp chc,40
2021-03-24,patiala,"urban estate ph-2 around house no , 2081-2088 patiala.",24
2021-03-24,ropar,dashmeshnagar,190
2021-03-24,ropar,jnv colony sandhuan,69
2021-03-24,ropar,"kahiwal, sri anandpur sahib",219
2021-03-24,ropar,paharpur,331
2021-03-24,ropar,samlah,229
2021-03-24,sbs nagar,ghuman,928
2021-03-24,sbs nagar,ratainda,90
2021-03-24,sbs nagar,"vikas nagar, nsr",25
2021-03-25,amritsar,b-block (ranjit avenue),47
2021-03-25,amritsar,gawal mandi,60
2021-03-25,amritsar,guru amar dass avenue d-block (ranjit avenue),50
2021-03-25,amritsar,"guru amar dassavenue , d block, lane no. 2, house no. 40 and 41",50
2021-03-25,amritsar,housing board colony-2 (basant avenue),160
2021-03-25,amritsar,lopoke,33
2021-03-25,amritsar,sant avenue house no. 20 (gopal nagar),65
2021-03-25,amritsar,sjs avenue gali no. 2(verka),96
2021-03-25,amritsar,sjs avenue gali no. 4a,124
2021-03-25,fatehgarh sahib,"nai sarahavan, bassi pathana",45
2021-03-25,fazilika,"circular road,abohar",250
2021-03-25,fazilika,"ridhisidhicolony ,abohar",214
2021-03-25,fazilika,"sunder nagri,abohar",2535
2021-03-25,fazilika,"vpo banwalahanwanta, fazilka",250
2021-03-25,ferozepur,"7 division army area, fzr cantt",70
2021-03-25,ferozepur,new purbaferozeshah,85
2021-03-25,hoshiarpur,ajnoha,513
2021-03-25,hoshiarpur,alowal,1240
2021-03-25,hoshiarpur,bassinou,1480
2021-03-25,hoshiarpur,binjo,578
2021-03-25,hoshiarpur,dasmesh nagar hoshiarpur,435
2021-03-25,hoshiarpur,dhada khurd,368
2021-03-25,hoshiarpur,dhoot kalan,1180
2021-03-25,hoshiarpur,ghumiala,1183
2021-03-25,hoshiarpur,gokal nagar hoshiarpur,428
2021-03-25,hoshiarpur,jassowal,415
2021-03-25,hoshiarpur,kot fatuhi,467
2021-03-25,hoshiarpur,lehra,458
2021-03-25,hoshiarpur,mahilpur ward no.4,294
2021-03-25,hoshiarpur,mehrowal,356
2021-03-25,hoshiarpur,mithewal,265
2021-03-25,hoshiarpur,nadalon,583
2021-03-25,hoshiarpur,pandori mehtma,463
2021-03-25,hoshiarpur,sataur,551
2021-03-25,hoshiarpur,sham chourassi,448
2021-03-25,hoshiarpur,singriwal,516
2021-03-25,hoshiarpur,talwandi araiyan,997
2021-03-25,jalandhar,"bi bazzar,lalkurti jalandhar cantt",378
2021-03-25,jalandhar,chachowal,482
2021-03-25,jalandhar,kasturba nagar,475
2021-03-25,jalandhar,palamvihar (mithapur),267
2021-03-25,ludhiana,"14 parkash colony, barewal road, ludhiana",420
2021-03-25,ludhiana,"179 sunrise colony, vill- dad (pakhowal), ludhiana",400
2021-03-25,ludhiana,"2876 gurdev nagar, ludhiana",232
2021-03-25,ludhiana,"30 east model gram, ludhiana",625
2021-03-25,ludhiana,"4834, st no -19, durga puri, haibowal, ludhiana",178
2021-03-25,ludhiana,"4914-h-3 sandeep nagar,  backside - gulmohar hotel, ludhiana",362
2021-03-25,ludhiana,"728 chandar nagar, ludhiana",915
2021-03-25,ludhiana,"nearby uco bank, vill- bhundri, block sidhwan bet, ludhiana",320
2021-03-25,ludhiana,"vill- kotumare, block sidhwan bet, ludhiana",408
2021-03-25,mohali,"#177, shivalik vihar, zirakpur",126
2021-03-25,mohali,"#204, nirmalchayya, vip road, zirakpur",10
2021-03-25,mohali,"#495, phase 10, mohali",54
2021-03-25,mohali,"#866, vikasnagar, nayagaon",20
2021-03-25,mohali,"4606 a, sector-70, mohali",79
2021-03-25,mohali,"e192, bollywood heights, zirakpur",0
2021-03-25,mohali,national dental college derabassi,15
2021-03-25,mohali,"tower a, floor 5,nirmalchaya, zirkapur",0
2021-03-25,mohali,village dharamgarh,10
2021-03-25,pathankot,shastri nagar,67
2021-03-25,patiala,"#5b, new lal bagh, patiala.",17
2021-03-25,patiala,"#61c partap nagar, patiala",12
2021-03-25,patiala,model town opp chc,40
2021-03-25,patiala,"urban estate ph-2 around house no , 2081-2088 patiala.",24
2021-03-25,ropar,dashmeshnagar,190
2021-03-25,ropar,jnv colony sandhuan,69
2021-03-25,ropar,"kahiwal, sri anandpur sahib",219
2021-03-25,ropar,paharpur,331
2021-03-25,ropar,samlah,229
2021-03-25,sbs nagar,ghuman,928
2021-03-25,sbs nagar,ratainda,90
2021-03-25,sbs nagar,"vikas nagar, nsr",25
2021-03-26,amritsar,b-block (ranjit avenue),47
2021-03-26,amritsar,gawal mandi,60
2021-03-26,amritsar,gurnam nagar (jodh nagar),40
2021-03-26,amritsar,"guru amar dass avenue , d block, lane no. 2, house no. 40 and 41",50
2021-03-26,amritsar,guru amar dass avenue d-block (ranjit avenue),50
2021-03-26,amritsar,guru nanak avenue (basant avenue),40
2021-03-26,amritsar,housing board colony-2 (basant avenue),160
2021-03-26,amritsar,joshi colony -2 (basant avenue),30
2021-03-26,amritsar,lopoke,33
2021-03-26,amritsar,"mall road, custom house (basant avenue)",30
2021-03-26,amritsar,sant avenue house no. 20 (gopal nagar),65
2021-03-26,amritsar,sjs avenue gali no. 2(verka),96
2021-03-26,amritsar,sjs avenue gali no. 4a,124
2021-03-26,fatehgarh sahib,"nai sarahavan, bassi pathana",45
2021-03-26,fazilika,"circular road,abohar",250
2021-03-26,fazilika,nursing hostal jalalabad,60
2021-03-26,fazilika,"sunder nagri,abohar",120
2021-03-26,ferozepur,"7 division army area, fzr cantt",70
2021-03-26,ferozepur,new purba ferozeshah,85
2021-03-26,gurdaspur,"malhi market, dera road, batala",548
2021-03-26,hoshiarpur,ajnoha,513
2021-03-26,hoshiarpur,alowal,1240
2021-03-26,hoshiarpur,badesro,0
2021-03-26,hoshiarpur,bhikhowal,642
2021-03-26,hoshiarpur,binjo,578
2021-03-26,hoshiarpur,dasmesh nagar hoshiarpur,435
2021-03-26,hoshiarpur,dhada khurd,368
2021-03-26,hoshiarpur,dholanwal,1000
2021-03-26,hoshiarpur,dhoot kalan,1180
2021-03-26,hoshiarpur,gokal nagar hoshiarpur,428
2021-03-26,hoshiarpur,kakrali,444
2021-03-26,hoshiarpur,kot fatuhi,467
2021-03-26,hoshiarpur,langeri,1265
2021-03-26,hoshiarpur,mahilpur ward no.4,294
2021-03-26,hoshiarpur,mohalla rishi nagar,409
2021-03-26,hoshiarpur,nadalon,583
2021-03-26,hoshiarpur,nikku chak,1920
2021-03-26,hoshiarpur,possi,1260
2021-03-26,hoshiarpur,sardoolpur kalota,1045
2021-03-26,hoshiarpur,sarhala kalan,1392
2021-03-26,hoshiarpur,sataur,551
2021-03-26,hoshiarpur,singriwal,516
2021-03-26,hoshiarpur,slehri kalan,1331
2021-03-26,hoshiarpur,talwandi araiyan,997
2021-03-26,hoshiarpur,talwandi salha,1210
2021-03-26,hoshiarpur,talwara sec. 3,0
2021-03-26,jalandhar,"bi bazzar,lal kurti jalandhar cantt",378
2021-03-26,jalandhar,chachowal,482
2021-03-26,jalandhar,kasturba nagar,475
2021-03-26,jalandhar,lajpat nagar,62
2021-03-26,jalandhar,"mota singh nagar, garha urban",256
2021-03-26,jalandhar,nangal karran khan,223
2021-03-26,jalandhar,palamvihar (mithapur),267
2021-03-26,jalandhar,shakti nagar,82
2021-03-26,jalandhar,"vivek nagar, maqsudan",20
2021-03-26,ludhiana,"179 sunrise colony, vill- dad (pakhowal), ludhiana",400
2021-03-26,ludhiana,"4914-h-3 sandeep nagar,  backside - gulmohar hotel, ludhiana",362
2021-03-26,ludhiana,"728 chandar nagar, ludhiana",915
2021-03-26,ludhiana,"h.no-7356, durgapuri, st no -9, raghunath mandir wali gali,ludhiana",350
2021-03-26,ludhiana,"jain sthanak, cemetry road, civil lines ludhiana",0
2021-03-26,ludhiana,"nearby uco bank, vill- bhundri, block sidhwan bet, ludhiana",320
2021-03-26,ludhiana,"vill- kotumare, block sidhwan",408
2021-03-26,ludhiana,"villa-6,  omaxe, pakhowal road, ludhiana",400
2021-03-26,mohali,"e192, bollywood heights -2, zirakpur",135
2021-03-26,mohali,ph01 tower a01 5th floor nirmal chayya zirakpur,110
2021-03-26,pathankot,shastri nagar,67
2021-03-26,patiala,"dera vill kalyan nabha road, patiala.",43
2021-03-26,patiala,"hira enclave, nabha  around house no.134",48
2021-03-26,patiala,model town opp chc,21
2021-03-26,patiala,"new officer colony, around house no.101, patiala.",15
2021-03-26,patiala,"urban estate ph-2 around house no , 2081-2088 patiala.",24
2021-03-26,patiala,"vikas colony, around house no. 25-a, patiala",31
2021-03-26,ropar,"dashmesh nagar, ropar  part -1",190
2021-03-26,ropar,"dashmesh nagar, ropar  part -2",500
2021-03-26,ropar,jnv colony sandhuan,69
2021-03-26,ropar,"kahiwal, shri anandpur sahib",219
2021-03-26,ropar,"paharpur, shri anandpur sahib",331
2021-03-26,ropar,"samlah, shri anandpur sahib",229
2021-03-27,amritsar,gurnam nagar (jodh nagar),40
2021-03-27,amritsar,"guru amar dass avenue , d block, lane no. 2, house no. 40 and 41",50
2021-03-27,amritsar,guru nanak avenue (basant avenue),80
2021-03-27,amritsar,joshi colony -2 (basant avenue),30
2021-03-27,amritsar,lopoke,33
2021-03-27,amritsar,"mall road, custom house (basant avenue)",30
2021-03-27,amritsar,sant avenue house no. 20 (gopal nagar),65
2021-03-27,amritsar,sjs avenue gali no. 2(verka),96
2021-03-27,amritsar,sjs avenue gali no. 4a,124
2021-03-27,fatehgarh sahib,"nai sarahavan, bassi pathana",45
2021-03-27,fazilika,"circular road,abohar",250
2021-03-27,fazilika,nursing hostal jalalabad,60
2021-03-27,fazilika,"sunder nagri,abohar",120
2021-03-27,hoshiarpur,ajnoha,513
2021-03-27,hoshiarpur,alowal,1240
2021-03-27,hoshiarpur,badesro,1385
2021-03-27,hoshiarpur,bhatolian,858
2021-03-27,hoshiarpur,bhikhowal,642
2021-03-27,hoshiarpur,bhulana,598
2021-03-27,hoshiarpur,binjo,578
2021-03-27,hoshiarpur,chak hajipur,1241
2021-03-27,hoshiarpur,dasmesh nagar hoshiarpur,435
2021-03-27,hoshiarpur,dhada khurd,368
2021-03-27,hoshiarpur,dholanwal,1000
2021-03-27,hoshiarpur,dhoot kalan,1180
