date,district_name,sessions_24h,sessions_total,citizen_24h,citizen_60_plus_24h,citizen_60_plus_dose1_total,citizen_45_to_59_24h,citizen_45_to_59_dose1_total,citizen_45_plus_dose1_total,citizen_45_plus_dose2_total,citizen_18_to_44_dose1_total,citizen_18_to_44_dose2_total,HCW_24h,HCW_dose1_total,HCW_dose2_total,FLW_24h,FLW_dose1_total,FLW_dose2_total
2021-05-13,Pauri,,,1386.0,,,,,131223.0,35692.0,3446.0,,18,7622,6200.0,44.0,6450.0,3879.0
2021-05-13,Pithoragarh,,,1772.0,,,,,65203.0,19994.0,4232.0,,1,3866,3375.0,88.0,6907.0,5051.0
2021-05-13,Rudraprayag,,,1688.0,,,,,45333.0,15976.0,3893.0,,2,2324,1945.0,21.0,2244.0,1313.0
2021-05-13,Tehri,,,2117.0,,,,,98693.0,32141.0,3597.0,,9,6030,5279.0,40.0,4624.0,3005.0
2021-05-13,Total,,,27686.0,,,,,1543033.0,495653.0,66167.0,,372,114067,87882.0,2785.0,142365.0,86786.0
2021-05-13,US Nagar,,,2468.0,,,,,159738.0,44576.0,11284.0,,65,11243,7986.0,763.0,16357.0,8009.0
2021-05-13,Uttarkashi,,,1293.0,,,,,69680.0,38100.0,3870.0,,19,3370,3075.0,42.0,4647.0,3324.0
2021-05-14,Almora,,,2385.0,,,,,109108.0,35207.0,5213.0,,11,5862,4792.0,229.0,6380.0,2866.0
2021-05-14,Bageshwar,,,1724.0,,,,,55025.0,23097.0,4659.0,,8,2406,2258.0,11.0,2250.0,1385.0
2021-05-14,Chamoli,,,1502.0,,,,,79951.0,30045.0,5142.0,,2,3957,3701.0,36.0,6383.0,4207.0
2021-05-14,Champawat,,,1840.0,,,,,51291.0,13768.0,4075.0,,2,2181,1838.0,115.0,5542.0,3271.0
2021-05-14,Dehradun,,,3612.0,,,,,327360.0,111616.0,10611.0,,60,34904,25850.0,494.0,23947.0,15294.0
2021-05-14,Haridwar,,,4365.0,,,,,198573.0,48116.0,9809.0,,65,16908,11820.0,288.0,46252.0,29387.0
2021-05-14,Nainital,,,4622.0,,,,,155761.0,50274.0,9531.0,,21,13492,9834.0,534.0,11803.0,6081.0
2021-05-14,Pauri,,,2027.0,,,,,131334.0,36073.0,4981.0,,7,7625,6204.0,14.0,6461.0,3882.0
2021-05-14,Pithoragarh,,,1659.0,,,,,65756.0,20047.0,5285.0,,9,3869,3381.0,89.0,6989.0,5058.0
2021-05-14,Rudraprayag,,,1715.0,,,,,45525.0,16027.0,5365.0,,8,2330,1947.0,10.0,2248.0,1319.0
2021-05-14,Tehri,,,1824.0,,,,,99122.0,32320.0,4813.0,,4,6032,5281.0,35.0,4656.0,3008.0
2021-05-14,Total,,,30456.0,,,,,1548784.0,499630.0,86895.0,,232,114199,87982.0,2193.0,144228.0,87116.0
2021-05-14,US Nagar,,,1538.0,,,,,160172.0,44911.0,12053.0,,25,11256,7998.0,294.0,16629.0,8031.0
2021-05-14,Uttarkashi,,,1643.0,,,,,69806.0,38129.0,5358.0,,10,3377,3078.0,44.0,4688.0,3327.0
2021-05-15,Almora,,,3006.0,,,,,109948.0,35844.0,6742.0,,6,5867,4793.0,529.0,6898.0,2877.0
2021-05-15,Bageshwar,,,1414.0,,,,,55309.0,23131.0,5755.0,,0,2406,2258.0,3.0,2253.0,1385.0
2021-05-15,Chamoli,,,1635.0,,,,,80205.0,30268.0,6300.0,,4,3960,3702.0,26.0,6399.0,4217.0
2021-05-15,Champawat,,,1781.0,,,,,51567.0,13970.0,5378.0,,4,2183,1840.0,166.0,5694.0,3285.0
2021-05-15,Dehradun,,,3669.0,,,,,328086.0,112254.0,12916.0,,69,34958,25865.0,555.0,24487.0,15309.0
2021-05-15,Haridwar,,,3694.0,,,,,198982.0,48701.0,12509.0,,20,16923,11825.0,527.0,46301.0,29865.0
2021-05-15,Nainital,,,3728.0,,,,,156348.0,50570.0,12376.0,,24,13505,9845.0,206.0,11998.0,6092.0
2021-05-15,Pauri,,,1567.0,,,,,131458.0,36274.0,6223.0,,6,7629,6206.0,19.0,6472.0,3890.0
2021-05-15,Pithoragarh,,,2172.0,,,,,66441.0,20145.0,6674.0,,28,3895,3383.0,85.0,7071.0,5061.0
2021-05-15,Rudraprayag,,,1940.0,,,,,45859.0,16269.0,6729.0,,4,2334,1947.0,13.0,2259.0,1321.0
2021-05-15,Tehri,,,2205.0,,,,,99633.0,32763.0,6064.0,,12,6039,5286.0,45.0,4693.0,3016.0
2021-05-15,Total,,,30327.0,,,,,1554543.0,504008.0,107085.0,,223,114352,88052.0,2540.0,146162.0,87722.0
2021-05-15,US Nagar,,,2104.0,,,,,160758.0,45669.0,12813.0,,38,11268,8024.0,337.0,16924.0,8073.0
2021-05-15,Uttarkashi,,,1412.0,,,,,69949.0,38150.0,6606.0,,8,3385,3078.0,29.0,4713.0,3331.0
2021-05-16,Almora,,,889.0,,,,,110160.0,35858.0,7405.0,,1,5868,4793.0,138.0,7033.0,2880.0
2021-05-16,Bageshwar,,,1213.0,,,,,55458.0,23134.0,6816.0,,2,2408,2258.0,14.0,2266.0,1386.0
2021-05-16,Chamoli,,,576.0,,,,,80233.0,30275.0,6841.0,,0,3960,3702.0,3.0,6400.0,4219.0
2021-05-16,Champawat,,,1495.0,,,,,51772.0,13982.0,6656.0,,0,2183,1840.0,74.0,5768.0,3285.0
2021-05-16,Dehradun,,,2895.0,,,,,328528.0,112307.0,15316.0,,35,34991,25867.0,183.0,24665.0,15314.0
2021-05-16,Haridwar,,,1282.0,,,,,199068.0,48710.0,13696.0,,2,16925,11825.0,18.0,46317.0,29867.0
2021-05-16,Nainital,,,1776.0,,,,,156553.0,50596.0,13921.0,,4,13508,9846.0,70.0,12067.0,6093.0
2021-05-16,Pauri,,,979.0,,,,,131472.0,36275.0,7187.0,,5,7634,6206.0,2.0,6474.0,3890.0
2021-05-16,Pithoragarh,,,1279.0,,,,,66628.0,20157.0,7754.0,,24,3919,3383.0,88.0,7158.0,5062.0
2021-05-16,Rudraprayag,,,809.0,,,,,46029.0,16350.0,7287.0,,2,2336,1947.0,15.0,2272.0,1323.0
2021-05-16,Tehri,,,805.0,,,,,99649.0,32763.0,6853.0,,2,6040,5287.0,2.0,4695.0,3016.0
2021-05-16,Total,,,17281.0,,,,,1556480.0,504270.0,122167.0,,84,114431,88057.0,1056.0,147201.0,87739.0
2021-05-16,US Nagar,,,2542.0,,,,,160969.0,45697.0,15116.0,,7,11274,8025.0,443.0,17367.0,8073.0
2021-05-16,Uttarkashi,,,741.0,,,,,69961.0,38166.0,7319.0,,0,3385,3078.0,6.0,4719.0,3331.0
2021-05-17,Almora,,,1835.0,,,,,110491.0,35860.0,8907.0,,2,5869,4794.0,364.0,7397.0,2880.0
2021-05-17,Bageshwar,,,1618.0,,,,,55682.0,23134.0,8210.0,,2,2410,2258.0,2.0,2267.0,1387.0
2021-05-17,Chamoli,,,1741.0,,,,,80563.0,30275.0,8252.0,,1,3961,3702.0,28.0,6415.0,4232.0
2021-05-17,Champawat,,,1374.0,,,,,51859.0,13988.0,7937.0,,0,2183,1840.0,65.0,5832.0,3286.0
2021-05-17,Dehradun,,,3282.0,,,,,329361.0,112328.0,17744.0,,76,35062,25872.0,121.0,24785.0,15315.0
2021-05-17,Haridwar,,,2610.0,,,,,199178.0,48710.0,16196.0,,0,16925,11825.0,7.0,46323.0,29868.0
2021-05-17,Nainital,,,3075.0,,,,,156993.0,50599.0,16553.0,,11,13516,9849.0,122.0,12185.0,6097.0
2021-05-17,Pauri,,,1292.0,,,,,131542.0,36275.0,8409.0,,2,7635,6207.0,2.0,6476.0,3890.0
2021-05-17,Pithoragarh,,,1834.0,,,,,66967.0,20157.0,9249.0,,5,3924,3383.0,58.0,7216.0,5062.0
2021-05-17,Rudraprayag,,,1840.0,,,,,46345.0,16371.0,8790.0,,9,2344,1948.0,15.0,2287.0,1323.0
2021-05-17,Tehri,,,1511.0,,,,,99856.0,32763.0,8157.0,,3,6042,5288.0,20.0,4715.0,3016.0
2021-05-17,Total,,,26857.0,,,,,1560370.0,504358.0,145046.0,,124,114542,88070.0,1233.0,148410.0,87763.0
2021-05-17,US Nagar,,,2946.0,,,,,161509.0,45732.0,17487.0,,11,11284,8026.0,406.0,17770.0,8076.0
2021-05-17,Uttarkashi,,,1899.0,,,,,70024.0,38166.0,9155.0,,2,3387,3078.0,23.0,4742.0,3331.0
2021-05-18,Almora,,,1092.0,,,,,110803.0,35863.0,9684.0,,4,5873,4794.0,261.0,7657.0,2881.0
2021-05-18,Bageshwar,,,1615.0,,,,,55938.0,23136.0,9567.0,,2,2412,2258.0,1.0,2268.0,1387.0
2021-05-18,Chamoli,,,1116.0,,,,,80831.0,30275.0,9100.0,,3,3964,3702.0,11.0,6426.0,4232.0
2021-05-18,Champawat,,,1312.0,,,,,51945.0,13988.0,9163.0,,1,2184,1840.0,28.0,5859.0,3287.0
2021-05-18,Dehradun,,,3035.0,,,,,330173.0,112342.0,19953.0,,110,35160,25884.0,113.0,24896.0,15317.0
2021-05-18,Haridwar,,,2928.0,,,,,199307.0,48712.0,18993.0,,0,16925,11825.0,25.0,46346.0,29870.0
2021-05-18,Nainital,,,2387.0,,,,,157348.0,50601.0,18583.0,,18,13529,9854.0,128.0,12312.0,6098.0
2021-05-18,Pauri,,,575.0,,,,,131568.0,36275.0,8958.0,,1,7636,6207.0,0.0,6476.0,3890.0
2021-05-18,Pithoragarh,,,1589.0,,,,,67087.0,20157.0,10718.0,,2,3926,3383.0,32.0,7248.0,5062.0
2021-05-18,Rudraprayag,,,1867.0,,,,,46643.0,16404.0,10326.0,,5,2348,1949.0,4.0,2291.0,1323.0
2021-05-18,Tehri,,,1339.0,,,,,100046.0,32763.0,9306.0,,0,6042,5288.0,13.0,4726.0,3018.0
2021-05-18,Total,,,22680.0,,,,,1563476.0,504414.0,164564.0,,154,114676,88090.0,916.0,149315.0,87774.0
2021-05-18,US Nagar,,,1832.0,,,,,161671.0,45732.0,19157.0,,4,11287,8027.0,265.0,18035.0,8076.0
2021-05-18,Uttarkashi,,,1993.0,,,,,70116.0,38166.0,11056.0,,4,3390,3079.0,35.0,4775.0,3333.0
2021-05-19,Almora,,,16.0,,,,,110815.0,35863.0,9688.0,,1,5874,4794.0,30.0,7687.0,2881.0
2021-05-19,Bageshwar,,,1429.0,,,,,56101.0,23136.0,10833.0,,0,2412,2258.0,1.0,2269.0,1387.0
2021-05-19,Chamoli,,,105.0,,,,,80934.0,30277.0,9100.0,,0,3964,3702.0,8.0,6431.0,4235.0
2021-05-19,Champawat,,,57.0,,,,,51945.0,13988.0,9220.0,,0,2184,1840.0,0.0,5859.0,3287.0
2021-05-19,Dehradun,,,2729.0,,,,,330957.0,112350.0,21890.0,,124,35273,25895.0,64.0,24957.0,15320.0
2021-05-19,Haridwar,,,2653.0,,,,,199339.0,48712.0,21614.0,,1,16926,11825.0,18.0,46364.0,29870.0
2021-05-19,Nainital,,,1549.0,,,,,157609.0,50604.0,19868.0,,12,13541,9854.0,134.0,12446.0,6098.0
2021-05-19,Pauri,,,738.0,,,,,131588.0,36275.0,9676.0,,0,7636,6207.0,1.0,6477.0,3890.0
2021-05-19,Pithoragarh,,,1574.0,,,,,67163.0,20157.0,12216.0,,1,3927,3383.0,35.0,7283.0,5062.0
2021-05-19,Rudraprayag,,,109.0,,,,,46750.0,16404.0,10328.0,,0,2348,1949.0,6.0,2296.0,1324.0
2021-05-19,Tehri,,,66.0,,,,,100046.0,32763.0,9372.0,,0,6042,5288.0,0.0,4726.0,3018.0
2021-05-19,Total,,,12066.0,,,,,1565114.0,504428.0,174978.0,,140,114805,88101.0,415.0,149723.0,87781.0
2021-05-19,US Nagar,,,925.0,,,,,161746.0,45733.0,20006.0,,1,11288,8027.0,113.0,18148.0,8076.0
2021-05-19,Uttarkashi,,,116.0,,,,,70121.0,38166.0,11167.0,,0,3390,3079.0,5.0,4780.0,3333.0
2021-05-20,Almora,,,589.0,,,,,110878.0,35864.0,10213.0,,0,5874,4794.0,128.0,7814.0,2882.0
2021-05-20,Bageshwar,,,1193.0,,,,,56150.0,23136.0,11977.0,,1,2413,2258.0,2.0,2271.0,1387.0
2021-05-20,Chamoli,,,778.0,,,,,80967.0,30277.0,9845.0,,1,3965,3702.0,7.0,6438.0,4235.0
2021-05-20,Champawat,,,704.0,,,,,51953.0,13988.0,9916.0,,0,2184,1840.0,2.0,5861.0,3287.0
2021-05-20,Dehradun,,,2463.0,,,,,331361.0,112354.0,23945.0,,43,35315,25896.0,6.0,24962.0,15321.0
2021-05-20,Haridwar,,,2353.0,,,,,199348.0,48712.0,23958.0,,0,16926,11825.0,1.0,46365.0,29870.0
2021-05-20,Nainital,,,1158.0,,,,,157732.0,50608.0,20899.0,,5,13542,9858.0,47.0,12492.0,6099.0
2021-05-20,Pauri,,,560.0,,,,,131588.0,36275.0,10236.0,,1,7637,6207.0,0.0,6477.0,3890.0
2021-05-20,Pithoragarh,,,1399.0,,,,,67184.0,20157.0,13594.0,,0,3927,3383.0,26.0,7309.0,5062.0
2021-05-20,Rudraprayag,,,1126.0,,,,,46873.0,16405.0,11330.0,,0,2348,1949.0,9.0,2305.0,1324.0
2021-05-20,Tehri,,,1049.0,,,,,100104.0,32763.0,10363.0,,0,6042,5288.0,4.0,4729.0,3019.0
2021-05-20,Total,,,15544.0,,,,,1566043.0,504438.0,189583.0,,56,114855,88107.0,359.0,150078.0,87785.0
2021-05-20,US Nagar,,,1072.0,,,,,161772.0,45733.0,21052.0,,3,11290,8028.0,121.0,18269.0,8076.0
2021-05-20,Uttarkashi,,,1100.0,,,,,70133.0,38166.0,12255.0,,2,3392,3079.0,6.0,4786.0,3333.0
2021-05-21,.Pithoragarh,,,1168.0,,,,,68203.0,20156.0,14784.0,,2,3957,3383.0,21.0,7369.0,5062.0
2021-05-21,Almora,,,762.0,,,,,118380.0,35994.0,10891.0,,2,5902,4794.0,107.0,7993.0,2882.0
2021-05-21,Bageshwar,,,1146.0,,,,,57412.0,23136.0,12931.0,,0,2428,2258.0,1.0,2287.0,1387.0
2021-05-21,Chamoli,,,481.0,,,,,86332.0,30278.0,10292.0,,0,3970,3702.0,2.0,6446.0,4235.0
2021-05-21,Champawat,,,795.0,,,,,53956.0,13988.0,10727.0,,0,2197,1840.0,3.0,5891.0,3287.0
2021-05-21,Dehradun,,,2603.0,,,,,336358.0,112374.0,26295.0,,75,35315,25903.0,51.0,25283.0,15322.0
2021-05-21,Haridwar,,,2109.0,,,,,202862.0,48764.0,26187.0,,0,16995,11825.0,0.0,46365.0,29871.0
2021-05-21,Nainital,,,1255.0,,,,,159135.0,50623.0,22036.0,,11,13578,9860.0,135.0,12712.0,6100.0
2021-05-21,Pauri,,,774.0,,,,,134599.0,36301.0,11185.0,,1,7673,6207.0,0.0,6492.0,3891.0
2021-05-21,Rudraprayag,,,793.0,,,,,51231.0,16430.0,12057.0,,8,2372,1949.0,96.0,2470.0,1325.0
2021-05-21,Tehri,,,1306.0,,,,,103446.0,32795.0,11543.0,,1,6107,5288.0,8.0,4734.0,3021.0
2021-05-21,Total,,,14321.0,,,,,1608320.0,504921.0,203480.0,,100,115270,88117.0,439.0,151180.0,87793.0
2021-05-21,US Nagar,,,1094.0,,,,,164207.0,45810.0,22155.0,,0,11352,8029.0,2.0,18333.0,8077.0
2021-05-21,Uttarkashi,,,35.0,,,,,72199.0,38272.0,12397.0,,0,3424,3079.0,13.0,4805.0,3333.0
2021-05-22,Almora,,,728.0,,,,,118488.0,35996.0,11509.0,,3,5905,4794.0,105.0,8096.0,2884.0
2021-05-22,Bageshwar,,,1388.0,,,,,57591.0,23136.0,14140.0,,1,2429,2258.0,1.0,2287.0,1388.0
2021-05-22,Chamoli,,,750.0,,,,,86391.0,30278.0,10983.0,,0,3970,3702.0,1.0,6447.0,4235.0
2021-05-22,Champawat,,,0.0,,,,,53956.0,13988.0,10727.0,,0,2197,1840.0,0.0,5891.0,3287.0
2021-05-22,Dehradun,,,3793.0,,,,,338146.0,112414.0,28260.0,,146,35171,25913.0,33.0,25309.0,15329.0
2021-05-22,Haridwar,,,2036.0,,,,,203031.0,48764.0,28054.0,,1,16996,11825.0,34.0,46151.0,29871.0
2021-05-22,Nainital,,,1111.0,,,,,159184.0,50627.0,23094.0,,4,13578,9864.0,13.0,12725.0,6100.0
2021-05-22,Pauri,,,523.0,,,,,134630.0,36301.0,11677.0,,8,7680,6208.0,0.0,6492.0,3891.0
2021-05-22,Pithoragarh,,,519.0,,,,,68314.0,20156.0,15192.0,,1,3958,3383.0,12.0,7381.0,5062.0
2021-05-22,Rudraprayag,,,70.0,,,,,51299.0,16430.0,12059.0,,2,2374,1949.0,31.0,2501.0,1325.0
2021-05-22,Tehri,,,116.0,,,,,103562.0,32795.0,11543.0,,0,6107,5288.0,0.0,4734.0,3021.0
2021-05-22,Total,,,12315.0,,,,,1611238.0,504970.0,212828.0,,187,115162,88132.0,455.0,151375.0,87805.0
2021-05-22,US Nagar,,,1281.0,,,,,164447.0,45813.0,23193.0,,21,11373,8029.0,225.0,18556.0,8079.0
2021-05-22,Uttarkashi,,,0.0,,,,,72199.0,38272.0,12397.0,,0,3424,3079.0,0.0,4805.0,3333.0
2021-05-23,Almora,,,41.0,,,,,118529.0,35996.0,11509.0,,0,5905,4794.0,11.0,8107.0,2884.0
2021-05-23,Bageshwar,,,725.0,,,,,57709.0,23141.0,14742.0,,1,2430,2258.0,0.0,2287.0,1388.0
2021-05-23,Chamoli,,,45.0,,,,,86436.0,30278.0,10983.0,,0,3970,3702.0,0.0,6447.0,4235.0
2021-05-23,Champawat,,,0.0,,,,,53956.0,13988.0,10727.0,,0,2197,1840.0,0.0,5891.0,3287.0
2021-05-23,Dehradun,,,3068.0,,,,,339487.0,112460.0,29941.0,,37,35201,25920.0,32.0,25338.0,15332.0
2021-05-23,Haridwar,,,1723.0,,,,,203826.0,48767.0,28979.0,,8,17004,11825.0,19.0,46169.0,29872.0
2021-05-23,Nainital,,,38.0,,,,,159184.0,50627.0,23132.0,,0,13578,9864.0,0.0,12725.0,6100.0
2021-05-23,Pauri,,,484.0,,,,,135055.0,36301.0,11736.0,,5,7685,6208.0,4.0,6494.0,3893.0
2021-05-23,Pithoragarh,,,2.0,,,,,68314.0,20156.0,15194.0,,0,3958,3383.0,0.0,7381.0,5062.0
2021-05-23,Rudraprayag,,,1429.0,,,,,51383.0,16430.0,13404.0,,2,2376,1949.0,1.0,2501.0,1326.0
2021-05-23,Tehri,,,137.0,,,,,103699.0,32795.0,11543.0,,0,6107,5288.0,4.0,4736.0,3023.0
2021-05-23,Total,,,9592.0,,,,,1614379.0,505031.0,219218.0,,60,115214,88140.0,117.0,151483.0,87814.0
2021-05-23,US Nagar,,,1900.0,,,,,164602.0,45820.0,24931.0,,7,11379,8030.0,46.0,18602.0,8079.0
2021-05-23,Uttarkashi,,,0.0,,,,,72199.0,38272.0,12397.0,,0,3424,3079.0,0.0,4805.0,3333.0
2021-05-24,Almora,,,1108.0,,,,,118984.0,35998.0,12160.0,,2,5907,4794.0,136.0,8241.0,2886.0
2021-05-24,Bageshwar,,,255.0,,,,,57914.0,23142.0,14791.0,,0,2430,2258.0,2.0,2287.0,1390.0
2021-05-24,Chamoli,,,1309.0,,,,,86899.0,30278.0,11829.0,,5,3975,3702.0,2.0,6448.0,4236.0
2021-05-24,Champawat,,,950.0,,,,,54126.0,14002.0,11493.0,,0,2197,1840.0,86.0,5970.0,3294.0
2021-05-24,Dehradun,,,4674.0,,,,,341750.0,112514.0,32298.0,,97,35287,25931.0,215.0,25540.0,15345.0
2021-05-24,Haridwar,,,3861.0,,,,,205978.0,48788.0,30667.0,,21,17018,11832.0,185.0,46348.0,29878.0
2021-05-24,Nainital,,,1937.0,,,,,160055.0,50634.0,24191.0,,30,13606,9866.0,398.0,13119.0,6104.0
2021-05-24,Pauri,,,1014.0,,,,,135561.0,36301.0,12244.0,,15,7700,6208.0,41.0,6530.0,3898.0
2021-05-24,Pithoragarh,,,629.0,,,,,68892.0,20156.0,15245.0,,23,3981,3383.0,57.0,7436.0,5064.0
2021-05-24,Rudraprayag,,,1415.0,,,,,51487.0,16431.0,14714.0,,2,2378,1949.0,4.0,2505.0,1326.0
2021-05-24,Tehri,,,990.0,,,,,104095.0,32795.0,12137.0,,5,6112,5288.0,22.0,4758.0,3023.0
2021-05-24,Total,,,21993.0,,,,,1623137.0,505153.0,232331.0,,249,115440,88163.0,1587.0,153025.0,87859.0
2021-05-24,US Nagar,,,2619.0,,,,,165137.0,45840.0,26995.0,,45,11423,8031.0,403.0,19002.0,8082.0
2021-05-24,Uttarkashi,,,1232.0,,,,,72259.0,38274.0,13567.0,,4,3426,3081.0,36.0,4841.0,3333.0
2021-05-25,Almora,,,1281.0,,,,,119473.0,36052.0,12898.0,,1,5907,4795.0,202.0,8442.0,2887.0
2021-05-25,Bageshwar,,,132.0,,,,,58046.0,23142.0,14791.0,,0,2430,2258.0,0.0,2287.0,1390.0
2021-05-25,Chamoli,,,931.0,,,,,87220.0,30279.0,12438.0,,1,3976,3702.0,1.0,6449.0,4236.0
2021-05-25,Champawat,,,854.0,,,,,54262.0,14034.0,12179.0,,3,2198,1842.0,113.0,6079.0,3298.0
2021-05-25,Dehradun,,,3154.0,,,,,343464.0,112611.0,33641.0,,80,35349,25949.0,195.0,25726.0,15354.0
2021-05-25,Haridwar,,,2312.0,,,,,207611.0,48820.0,31314.0,,24,17024,11850.0,172.0,46504.0,29894.0
2021-05-25,Nainital,,,1824.0,,,,,160881.0,50706.0,25117.0,,35,13634,9873.0,413.0,13521.0,6115.0
2021-05-25,Pauri,,,709.0,,,,,135866.0,36304.0,12645.0,,15,7713,6210.0,45.0,6574.0,3899.0
2021-05-25,Pithoragarh,,,719.0,,,,,69512.0,20157.0,15343.0,,11,3992,3383.0,53.0,7488.0,5065.0
2021-05-25,Rudraprayag,,,772.0,,,,,51555.0,16431.0,15418.0,,4,2382,1949.0,10.0,2515.0,1326.0
2021-05-25,Tehri,,,1701.0,,,,,104709.0,32799.0,13220.0,,9,6119,5290.0,14.0,4771.0,3024.0
2021-05-25,Total,,,17820.0,,,,,1630489.0,505472.0,242480.0,,212,115602,88213.0,1616.0,154593.0,87907.0
2021-05-25,US Nagar,,,2489.0,,,,,165598.0,45863.0,29000.0,,28,11451,8031.0,394.0,19395.0,8083.0
2021-05-25,Uttarkashi,,,942.0,,,,,72292.0,38274.0,14476.0,,1,3427,3081.0,4.0,4842.0,3336.0
2021-05-26,Almora,,,194.0,,,,,119644.0,36052.0,12921.0,,3,5909,4796.0,51.0,8493.0,2887.0
2021-05-26,Bageshwar,,,348.0,,,,,58211.0,23142.0,14974.0,,0,2430,2258.0,2.0,2288.0,1391.0
2021-05-26,Chamoli,,,310.0,,,,,87522.0,30279.0,12446.0,,1,3977,3702.0,0.0,6449.0,4236.0
2021-05-26,Champawat,,,159.0,,,,,54319.0,14053.0,12262.0,,1,2199,1842.0,47.0,6125.0,3299.0
2021-05-26,Dehradun,,,3089.0,,,,,344999.0,112675.0,35131.0,,129,35458,25969.0,377.0,26095.0,15362.0
2021-05-26,Haridwar,,,1764.0,,,,,209133.0,48847.0,31529.0,,72,17093,11853.0,241.0,46734.0,29905.0
2021-05-26,Nainital,,,414.0,,,,,161080.0,50715.0,25323.0,,7,13638,9876.0,179.0,13698.0,6117.0
2021-05-26,Pauri,,,1021.0,,,,,136129.0,36305.0,13402.0,,12,7722,6213.0,42.0,6614.0,3901.0
2021-05-26,Pithoragarh,,,698.0,,,,,70155.0,20157.0,15398.0,,6,3998,3383.0,94.0,7581.0,5066.0
2021-05-26,Rudraprayag,,,182.0,,,,,51733.0,16431.0,15422.0,,3,2384,1950.0,6.0,2521.0,1326.0
2021-05-26,Tehri,,,688.0,,,,,105260.0,32801.0,13355.0,,7,6126,5290.0,5.0,4776.0,3024.0
2021-05-26,Total,,,10578.0,,,,,1636664.0,505610.0,246745.0,,286,115855,88246.0,1656.0,156220.0,87936.0
2021-05-26,US Nagar,,,1581.0,,,,,166186.0,45879.0,29977.0,,45,11494,8033.0,610.0,20002.0,8086.0
2021-05-26,Uttarkashi,,,130.0,,,,,72293.0,38274.0,14605.0,,0,3427,3081.0,2.0,4844.0,3336.0
2021-05-27,Almora,,,1050.0,,,,,120189.0,36054.0,13424.0,,5,5912,4798.0,124.0,8617.0,2887.0
2021-05-27,Bageshwar,,,118.0,,,,,58327.0,23143.0,14975.0,,0,2430,2258.0,0.0,2288.0,1391.0
2021-05-27,Chamoli,,,1149.0,,,,,87867.0,30279.0,13250.0,,0,3977,3702.0,1.0,6448.0,4238.0
2021-05-27,Champawat,,,998.0,,,,,54441.0,14059.0,13132.0,,3,2200,1844.0,90.0,6207.0,3307.0
2021-05-27,Dehradun,,,2636.0,,,,,346545.0,112741.0,36155.0,,91,35533,25985.0,227.0,26316.0,15368.0
2021-05-27,Haridwar,,,1639.0,,,,,210753.0,48866.0,31529.0,,23,17114,11855.0,227.0,46954.0,29912.0
2021-05-27,Nainital,,,2721.0,,,,,162174.0,50769.0,26896.0,,18,13653,9879.0,477.0,14169.0,6123.0
2021-05-27,Pauri,,,1221.0,,,,,136447.0,36307.0,14303.0,,16,7736,6215.0,69.0,6677.0,3907.0
2021-05-27,Pithoragarh,,,496.0,,,,,70651.0,20157.0,15398.0,,7,4004,3384.0,46.0,7627.0,5066.0
2021-05-27,Rudraprayag,,,537.0,,,,,51855.0,16432.0,15836.0,,10,2394,1950.0,12.0,2533.0,1326.0
2021-05-27,Tehri,,,1595.0,,,,,105878.0,32801.0,14332.0,,1,6126,5291.0,9.0,4785.0,3024.0
2021-05-27,Total,,,15389.0,,,,,1644305.0,505789.0,254314.0,,199,116023,88277.0,1936.0,158118.0,87974.0
2021-05-27,US Nagar,,,739.0,,,,,166832.0,45907.0,30042.0,,25,11517,8035.0,647.0,20646.0,8089.0
2021-05-27,Uttarkashi,,,490.0,,,,,72346.0,38274.0,15042.0,,0,3427,3081.0,7.0,4851.0,3336.0
2021-05-28,Almora,,,1356.0,,,,,120880.0,36057.0,14086.0,,7,5915,4802.0,130.0,8747.0,2887.0
2021-05-28,Bageshwar,,,185.0,,,,,58464.0,23143.0,15023.0,,2,2432,2258.0,0.0,2288.0,1391.0
2021-05-28,Chamoli,,,1252.0,,,,,88269.0,30279.0,14100.0,,3,3980,3702.0,3.0,6448.0,4241.0
2021-05-28,Champawat,,,972.0,,,,,54530.0,14070.0,14004.0,,5,2204,1845.0,78.0,6282.0,3310.0
2021-05-28,Dehradun,,,2388.0,,,,,348013.0,112880.0,36936.0,,112,35623,26007.0,324.0,26639.0,15369.0
2021-05-28,Haridwar,,,2510.0,,,,,212559.0,48884.0,32215.0,,26,17138,11857.0,271.0,47212.0,29925.0
2021-05-28,Nainital,,,2322.0,,,,,163133.0,50912.0,28116.0,,29,13679,9882.0,398.0,14564.0,6126.0
2021-05-28,Pauri,,,1207.0,,,,,136697.0,36315.0,15252.0,,15,7746,6220.0,35.0,6706.0,3913.0
2021-05-28,Pithoragarh,,,424.0,,,,,71076.0,20157.0,15397.0,,2,4005,3385.0,42.0,7668.0,5067.0
2021-05-28,Rudraprayag,,,198.0,,,,,52038.0,16433.0,15850.0,,7,2400,1951.0,10.0,2541.0,1328.0
2021-05-28,Tehri,,,1310.0,,,,,106507.0,32801.0,15013.0,,12,6134,5295.0,4.0,4789.0,3024.0
2021-05-28,Total,,,15354.0,,,,,1652477.0,506123.0,261162.0,,259,116236,88323.0,2016.0,160094.0,88014.0
2021-05-28,US Nagar,,,959.0,,,,,167784.0,45918.0,30038.0,,38,11552,8038.0,696.0,21335.0,8096.0
