date,district_name,hospital_name,cases_new,deaths_new,discharged_new,cases_total,deaths_total,discharged_total,migrated_total
2021-08-25,Haridwar,"Aarogyam Hospital, Roorkee",0.0,0.0,1.0,1,0,1,0.0
2021-08-24,Udham Singh Nagar,"JLN District Hospital, Rudrapur",0.0,0.0,0.0,1,1,0,0.0
2021-08-24,Dehradun,AIIMS Rishikesh,0.0,0.0,0.0,400,96,244,38.0
2021-08-24,Dehradun,Max Hospital,0.0,0.0,0.0,17,4,12,1.0
2021-08-24,Dehradun,Doon Medical College,0.0,0.0,5.0,24,1,14,9.0
2021-08-24,Dehradun,Sri Mahant Indresh Hospital,0.0,0.0,15.0,33,3,30,0.0
2021-08-24,Dehradun,HIHT Joly Grant,0.0,0.0,6.0,51,17,28,6.0
2021-08-24,Dehradun,Aarogyadham Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-08-24,Dehradun,ONGC Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-08-24,Dehradun,Synergy Hospital,0.0,0.0,0.0,2,1,0,1.0
2021-08-24,Dehradun,Military Hospital Dehradun,0.0,0.0,0.0,1,0,0,0.0
2021-08-24,Nainital,"Krishna Hospital, Haldwani",0.0,0.0,0.0,3,1,2,0.0
2021-08-24,Nainital,"Dr. Susheela Tiwari Govt. Hospital, Haldwani",0.0,0.0,0.0,33,6,2,1.0
2021-08-24,Uttarkashi,District Hospital,0.0,0.0,0.0,2,0,0,0.0
2021-08-24,Haridwar,Military Hospital Roorkee,0.0,0.0,0.0,2,1,1,0.0
2021-08-24,Haridwar,"Aarogyam Hospital, Roorkee",0.0,0.0,0.0,1,0,0,0.0
2021-08-22,Udham Singh Nagar,"JLN District Hospital, Rudrapur",0.0,0.0,0.0,1,1,0,0.0
2021-08-22,Dehradun,AIIMS Rishikesh,0.0,0.0,0.0,400,96,242,38.0
2021-08-22,Dehradun,Max Hospital,0.0,0.0,0.0,17,4,12,1.0
2021-08-22,Dehradun,Doon Medical College,0.0,0.0,0.0,24,1,9,9.0
2021-08-22,Dehradun,Sri Mahant Indresh Hospital,0.0,0.0,0.0,33,3,15,0.0
2021-08-22,Dehradun,HIHT Joly Grant,0.0,0.0,0.0,51,17,22,5.0
2021-08-22,Dehradun,Aarogyadham Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-08-22,Dehradun,ONGC Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-08-22,Dehradun,Synergy Hospital,0.0,0.0,0.0,2,1,0,1.0
2021-08-22,Dehradun,Military Hospital Dehradun,0.0,0.0,0.0,1,0,0,0.0
2021-08-22,Nainital,"Krishna Hospital, Haldwani",0.0,0.0,0.0,3,1,2,0.0
2021-08-22,Nainital,"Dr. Susheela Tiwari Govt. Hospital, Haldwani",0.0,0.0,0.0,33,6,2,1.0
2021-08-22,Uttarkashi,District Hospital,0.0,0.0,0.0,2,0,0,0.0
2021-08-22,Haridwar,Military Hospital Roorkee,0.0,0.0,0.0,2,1,1,0.0
2021-08-22,Haridwar,"Aarogyam Hospital, Roorkee",0.0,0.0,0.0,1,0,0,0.0
2021-08-21,Udham Singh Nagar,"JLN District Hospital, Rudrapur",0.0,0.0,0.0,1,1,0,0.0
2021-08-21,Dehradun,AIIMS Rishikesh,0.0,0.0,9.0,400,96,242,38.0
2021-08-21,Dehradun,Max Hospital,0.0,0.0,0.0,17,4,12,1.0
2021-08-21,Dehradun,Doon Medical College,0.0,0.0,0.0,24,1,9,9.0
2021-08-21,Dehradun,Sri Mahant Indresh Hospital,0.0,0.0,0.0,33,3,15,0.0
2021-08-21,Dehradun,HIHT Joly Grant,0.0,0.0,0.0,51,17,22,5.0
2021-08-21,Dehradun,Aarogyadham Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-08-21,Dehradun,ONGC Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-08-21,Dehradun,Synergy Hospital,0.0,0.0,0.0,2,1,0,1.0
2021-08-21,Dehradun,Military Hospital Dehradun,0.0,0.0,0.0,1,0,0,0.0
2021-08-21,Nainital,"Krishna Hospital, Haldwani",0.0,0.0,0.0,3,1,2,0.0
2021-08-21,Nainital,"Dr. Susheela Tiwari Govt. Hospital, Haldwani",0.0,0.0,0.0,33,6,2,1.0
2021-08-21,Uttarkashi,District Hospital,0.0,0.0,0.0,2,0,0,0.0
2021-08-21,Haridwar,Military Hospital Roorkee,0.0,0.0,0.0,2,1,1,0.0
2021-08-21,Haridwar,"Aarogyam Hospital, Roorkee",0.0,0.0,0.0,1,0,0,0.0
2021-08-20,Udham Singh Nagar,"JLN District Hospital, Rudrapur",0.0,0.0,0.0,1,1,0,0.0
2021-08-20,Dehradun,AIIMS Rishikesh,0.0,0.0,1.0,400,96,233,38.0
2021-08-20,Dehradun,Max Hospital,0.0,0.0,0.0,17,4,12,1.0
2021-08-20,Dehradun,Doon Medical College,0.0,0.0,0.0,24,1,9,9.0
2021-08-20,Dehradun,Sri Mahant Indresh Hospital,0.0,0.0,0.0,33,3,15,0.0
2021-08-20,Dehradun,HIHT Joly Grant,0.0,0.0,0.0,51,17,22,5.0
2021-08-20,Dehradun,Aarogyadham Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-08-20,Dehradun,ONGC Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-08-20,Dehradun,Synergy Hospital,0.0,0.0,0.0,2,1,0,1.0
2021-08-20,Dehradun,Military Hospital Dehradun,0.0,0.0,0.0,1,0,0,0.0
2021-08-20,Nainital,"Krishna Hospital, Haldwani",0.0,0.0,0.0,3,1,2,0.0
2021-08-20,Nainital,"Dr. Susheela Tiwari Govt. Hospital, Haldwani",0.0,0.0,0.0,33,6,2,1.0
2021-08-20,Uttarkashi,District Hospital,0.0,0.0,0.0,2,0,0,0.0
2021-08-20,Haridwar,Military Hospital Roorkee,0.0,0.0,0.0,2,1,1,0.0
2021-08-20,Haridwar,"Aarogyam Hospital, Roorkee",0.0,0.0,0.0,1,0,0,0.0
2021-08-19,Udham Singh Nagar,"JLN District Hospital, Rudrapur",0.0,0.0,0.0,1,1,0,0.0
2021-08-19,Dehradun,AIIMS Rishikesh,0.0,0.0,2.0,400,96,232,38.0
2021-08-19,Dehradun,Max Hospital,0.0,0.0,0.0,17,4,12,1.0
2021-08-19,Dehradun,Doon Medical College,0.0,0.0,0.0,24,1,9,9.0
2021-08-19,Dehradun,Sri Mahant Indresh Hospital,0.0,0.0,0.0,33,3,15,0.0
2021-08-19,Dehradun,HIHT Joly Grant,0.0,0.0,0.0,51,17,22,5.0
2021-08-19,Dehradun,Aarogyadham Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-08-19,Dehradun,ONGC Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-08-19,Dehradun,Synergy Hospital,0.0,0.0,0.0,2,1,0,1.0
2021-08-19,Dehradun,Military Hospital Dehradun,0.0,0.0,0.0,1,0,0,0.0
2021-08-19,Nainital,"Krishna Hospital, Haldwani",0.0,0.0,0.0,3,1,2,0.0
2021-08-19,Nainital,"Dr. Susheela Tiwari Govt. Hospital, Haldwani",0.0,0.0,0.0,33,6,2,1.0
2021-08-19,Uttarkashi,District Hospital,0.0,0.0,0.0,2,0,0,0.0
2021-08-19,Haridwar,Military Hospital Roorkee,0.0,0.0,0.0,2,1,1,0.0
2021-08-19,Haridwar,"Aarogyam Hospital, Roorkee",0.0,0.0,0.0,1,0,0,0.0
2021-08-18,Udham Singh Nagar,"JLN District Hospital, Rudrapur",0.0,0.0,0.0,1,1,0,0.0
2021-08-18,Dehradun,AIIMS Rishikesh,0.0,0.0,0.0,400,96,230,38.0
2021-08-18,Dehradun,Max Hospital,0.0,1.0,0.0,17,4,12,1.0
2021-08-18,Dehradun,Doon Medical College,0.0,0.0,0.0,24,1,9,9.0
2021-08-18,Dehradun,Sri Mahant Indresh Hospital,0.0,0.0,0.0,33,3,15,0.0
2021-08-18,Dehradun,HIHT Joly Grant,0.0,0.0,0.0,51,17,22,5.0
2021-08-18,Dehradun,Aarogyadham Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-08-18,Dehradun,ONGC Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-08-18,Dehradun,Synergy Hospital,0.0,0.0,0.0,2,1,0,1.0
2021-08-18,Dehradun,Military Hospital Dehradun,0.0,0.0,0.0,1,0,0,0.0
2021-08-18,Nainital,"Krishna Hospital, Haldwani",0.0,0.0,0.0,3,1,2,0.0
2021-08-18,Nainital,"Dr. Susheela Tiwari Govt. Hospital, Haldwani",0.0,0.0,0.0,33,6,2,1.0
2021-08-18,Uttarkashi,District Hospital,0.0,0.0,0.0,2,0,0,0.0
2021-08-18,Haridwar,Military Hospital Roorkee,0.0,0.0,0.0,2,1,1,0.0
2021-08-18,Haridwar,"Aarogyam Hospital, Roorkee",0.0,0.0,0.0,1,0,0,0.0
2021-08-17,Udham Singh Nagar,"JLN District Hospital, Rudrapur",0.0,0.0,0.0,1,1,0,0.0
2021-08-17,Dehradun,AIIMS Rishikesh,0.0,0.0,10.0,400,96,230,38.0
2021-08-17,Dehradun,Max Hospital,0.0,0.0,0.0,17,3,12,1.0
2021-08-17,Dehradun,Doon Medical College,0.0,0.0,0.0,24,1,9,9.0
2021-08-17,Dehradun,Sri Mahant Indresh Hospital,0.0,0.0,0.0,33,3,15,0.0
2021-08-17,Dehradun,HIHT Joly Grant,0.0,0.0,0.0,51,17,22,5.0
2021-08-17,Dehradun,Aarogyadham Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-08-17,Dehradun,ONGC Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-08-17,Dehradun,Synergy Hospital,0.0,0.0,0.0,2,1,0,1.0
2021-08-17,Dehradun,Military Hospital Dehradun,0.0,0.0,0.0,1,0,0,0.0
2021-08-17,Nainital,"Krishna Hospital, Haldwani",0.0,0.0,0.0,3,1,2,0.0
2021-08-17,Nainital,"Dr. Susheela Tiwari Govt. Hospital, Haldwani",0.0,0.0,0.0,33,6,2,1.0
2021-08-17,Uttarkashi,District Hospital,0.0,0.0,0.0,2,0,0,0.0
2021-08-17,Haridwar,Military Hospital Roorkee,0.0,0.0,0.0,2,1,1,0.0
2021-08-17,Haridwar,"Aarogyam Hospital, Roorkee",0.0,0.0,0.0,1,0,0,0.0
2021-08-16,Udham Singh Nagar,"JLN District Hospital, Rudrapur",0.0,0.0,0.0,1,1,0,0.0
2021-08-16,Dehradun,AIIMS Rishikesh,0.0,0.0,1.0,400,96,220,37.0
2021-08-16,Dehradun,Max Hospital,0.0,0.0,0.0,17,3,12,1.0
2021-08-16,Dehradun,Doon Medical College,0.0,0.0,0.0,24,1,9,9.0
2021-08-16,Dehradun,Sri Mahant Indresh Hospital,0.0,0.0,0.0,33,3,15,0.0
2021-08-16,Dehradun,HIHT Joly Grant,0.0,0.0,0.0,51,17,22,5.0
2021-08-16,Dehradun,Aarogyadham Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-08-16,Dehradun,ONGC Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-08-16,Dehradun,Synergy Hospital,0.0,0.0,0.0,2,1,0,1.0
2021-08-16,Dehradun,Military Hospital Dehradun,0.0,0.0,0.0,1,0,0,0.0
2021-08-16,Nainital,"Krishna Hospital, Haldwani",0.0,0.0,0.0,3,1,2,0.0
2021-08-16,Nainital,"Dr. Susheela Tiwari Govt. Hospital, Haldwani",0.0,0.0,0.0,33,6,2,1.0
2021-08-16,Uttarkashi,District Hospital,0.0,0.0,0.0,2,0,0,0.0
2021-08-16,Haridwar,Military Hospital Roorkee,0.0,0.0,0.0,2,1,1,0.0
2021-08-16,Haridwar,"Aarogyam Hospital, Roorkee",0.0,0.0,0.0,1,0,0,0.0
2021-08-15,Udham Singh Nagar,"JLN District Hospital, Rudrapur",0.0,0.0,0.0,1,1,0,0.0
2021-08-15,Dehradun,AIIMS Rishikesh,1.0,0.0,1.0,400,96,219,37.0
2021-08-15,Dehradun,Max Hospital,0.0,0.0,0.0,17,3,12,1.0
2021-08-15,Dehradun,Doon Medical College,0.0,0.0,0.0,24,1,9,9.0
2021-08-15,Dehradun,Sri Mahant Indresh Hospital,0.0,0.0,0.0,33,3,15,0.0
2021-08-15,Dehradun,HIHT Joly Grant,0.0,0.0,0.0,51,17,22,5.0
2021-08-15,Dehradun,Aarogyadham Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-08-15,Dehradun,ONGC Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-08-15,Dehradun,Synergy Hospital,0.0,0.0,0.0,2,1,0,1.0
2021-08-15,Dehradun,Military Hospital Dehradun,0.0,0.0,0.0,1,0,0,0.0
2021-08-15,Nainital,"Krishna Hospital, Haldwani",0.0,0.0,0.0,3,1,2,0.0
2021-08-15,Nainital,"Dr. Susheela Tiwari Govt. Hospital, Haldwani",0.0,0.0,0.0,33,6,2,1.0
2021-08-15,Uttarkashi,District Hospital,0.0,0.0,0.0,2,0,0,0.0
2021-08-15,Haridwar,Military Hospital Roorkee,0.0,0.0,0.0,2,1,1,0.0
2021-08-15,Haridwar,"Aarogyam Hospital, Roorkee",0.0,0.0,0.0,1,0,0,0.0
2021-08-14,Udham Singh Nagar,"JLN District Hospital, Rudrapur",0.0,0.0,0.0,1,1,0,0.0
2021-08-14,Dehradun,AIIMS Rishikesh,1.0,0.0,3.0,399,96,218,37.0
2021-08-14,Dehradun,Max Hospital,0.0,0.0,0.0,17,3,12,1.0
2021-08-14,Dehradun,Doon Medical College,0.0,0.0,0.0,24,1,9,9.0
2021-08-14,Dehradun,Sri Mahant Indresh Hospital,0.0,0.0,0.0,33,3,15,0.0
2021-08-14,Dehradun,HIHT Joly Grant,0.0,0.0,0.0,51,17,22,5.0
2021-08-14,Dehradun,Aarogyadham Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-08-14,Dehradun,ONGC Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-08-14,Dehradun,Synergy Hospital,0.0,0.0,0.0,2,1,0,1.0
2021-08-14,Dehradun,Military Hospital Dehradun,0.0,0.0,0.0,1,0,0,0.0
2021-08-14,Nainital,"Krishna Hospital, Haldwani",0.0,0.0,0.0,3,1,2,0.0
2021-08-14,Nainital,"Dr. Susheela Tiwari Govt. Hospital, Haldwani",0.0,0.0,0.0,33,6,2,1.0
2021-08-14,Uttarkashi,District Hospital,0.0,0.0,0.0,2,0,0,0.0
2021-08-14,Haridwar,Military Hospital Roorkee,0.0,0.0,0.0,2,1,1,0.0
2021-08-14,Haridwar,"Aarogyam Hospital, Roorkee",0.0,0.0,0.0,1,0,0,0.0
2021-08-13,Udham Singh Nagar,"JLN District Hospital, Rudrapur",0.0,0.0,0.0,1,1,0,0.0
2021-08-13,Dehradun,AIIMS Rishikesh,1.0,0.0,2.0,398,96,215,37.0
2021-08-13,Dehradun,Max Hospital,0.0,0.0,0.0,17,3,12,1.0
2021-08-13,Dehradun,Doon Medical College,0.0,0.0,0.0,24,1,9,9.0
2021-08-13,Dehradun,Sri Mahant Indresh Hospital,0.0,0.0,0.0,33,3,15,0.0
2021-08-13,Dehradun,HIHT Joly Grant,0.0,0.0,0.0,51,17,22,5.0
2021-08-13,Dehradun,Aarogyadham Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-08-13,Dehradun,ONGC Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-08-13,Dehradun,Synergy Hospital,0.0,0.0,0.0,2,1,0,1.0
2021-08-13,Dehradun,Military Hospital Dehradun,0.0,0.0,0.0,1,0,0,0.0
2021-08-13,Nainital,"Krishna Hospital, Haldwani",0.0,0.0,1.0,3,1,2,0.0
2021-08-13,Nainital,"Dr. Susheela Tiwari Govt. Hospital, Haldwani",0.0,0.0,0.0,33,6,2,1.0
2021-08-13,Uttarkashi,District Hospital,0.0,0.0,0.0,2,0,0,0.0
2021-08-13,Haridwar,Military Hospital Roorkee,0.0,0.0,0.0,2,1,1,0.0
2021-08-13,Haridwar,"Aarogyam Hospital, Roorkee",0.0,0.0,0.0,1,0,0,0.0
2021-08-12,Udham Singh Nagar,"JLN District Hospital, Rudrapur",0.0,0.0,0.0,1,1,0,0.0
2021-08-12,Dehradun,AIIMS Rishikesh,1.0,0.0,1.0,397,96,213,37.0
2021-08-12,Dehradun,Max Hospital,0.0,0.0,0.0,17,3,12,1.0
2021-08-12,Dehradun,Doon Medical College,0.0,0.0,0.0,24,1,9,9.0
2021-08-12,Dehradun,Sri Mahant Indresh Hospital,0.0,0.0,0.0,33,3,15,0.0
2021-08-12,Dehradun,HIHT Joly Grant,0.0,0.0,0.0,51,17,22,5.0
2021-08-12,Dehradun,Aarogyadham Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-08-12,Dehradun,ONGC Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-08-12,Dehradun,Synergy Hospital,0.0,0.0,0.0,2,1,0,1.0
2021-08-12,Dehradun,Military Hospital Dehradun,0.0,0.0,0.0,1,0,0,0.0
2021-08-12,Nainital,"Krishna Hospital, Haldwani",0.0,0.0,0.0,3,1,1,0.0
2021-08-12,Nainital,"Dr. Susheela Tiwari Govt. Hospital, Haldwani",0.0,0.0,0.0,33,6,2,1.0
2021-08-12,Uttarkashi,District Hospital,0.0,0.0,0.0,2,0,0,0.0
2021-08-12,Haridwar,Military Hospital Roorkee,0.0,0.0,0.0,2,1,1,0.0
2021-08-12,Haridwar,"Aarogyam Hospital, Roorkee",0.0,0.0,0.0,1,0,0,0.0
2021-08-11,Udham Singh Nagar,"JLN District Hospital, Rudrapur",0.0,0.0,0.0,1,1,0,0.0
2021-08-11,Dehradun,AIIMS Rishikesh,0.0,0.0,3.0,396,96,212,37.0
2021-08-11,Dehradun,Max Hospital,0.0,0.0,0.0,17,3,12,1.0
2021-08-11,Dehradun,Doon Medical College,0.0,0.0,0.0,24,1,9,9.0
2021-08-11,Dehradun,Sri Mahant Indresh Hospital,0.0,0.0,0.0,33,3,15,0.0
2021-08-11,Dehradun,HIHT Joly Grant,0.0,0.0,0.0,51,17,22,5.0
2021-08-11,Dehradun,Aarogyadham Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-08-11,Dehradun,ONGC Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-08-11,Dehradun,Synergy Hospital,0.0,0.0,0.0,2,1,0,1.0
2021-08-11,Dehradun,Military Hospital Dehradun,0.0,0.0,0.0,1,0,0,0.0
2021-08-11,Nainital,"Krishna Hospital, Haldwani",0.0,0.0,0.0,3,1,1,0.0
2021-08-11,Nainital,"Dr. Susheela Tiwari Govt. Hospital, Haldwani",0.0,0.0,0.0,33,6,2,1.0
2021-08-11,Uttarkashi,District Hospital,0.0,0.0,0.0,2,0,0,0.0
2021-08-11,Haridwar,Military Hospital Roorkee,0.0,0.0,0.0,2,1,1,0.0
2021-08-11,Haridwar,"Aarogyam Hospital, Roorkee",0.0,0.0,0.0,1,0,0,0.0
2021-08-10,Udham Singh Nagar,"JLN District Hospital, Rudrapur",0.0,0.0,0.0,1,1,0,0.0
2021-08-10,Dehradun,AIIMS Rishikesh,0.0,1.0,4.0,396,96,209,37.0
2021-08-10,Dehradun,Max Hospital,0.0,0.0,0.0,17,3,12,1.0
2021-08-10,Dehradun,Doon Medical College,0.0,0.0,0.0,24,1,9,9.0
2021-08-10,Dehradun,Sri Mahant Indresh Hospital,0.0,0.0,0.0,33,3,15,0.0
2021-08-10,Dehradun,HIHT Joly Grant,0.0,0.0,0.0,51,17,22,5.0
2021-08-10,Dehradun,Aarogyadham Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-08-10,Dehradun,ONGC Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-08-10,Dehradun,Synergy Hospital,0.0,0.0,0.0,2,1,0,1.0
2021-08-10,Dehradun,Military Hospital Dehradun,0.0,0.0,0.0,1,0,0,0.0
2021-08-10,Nainital,"Krishna Hospital, Haldwani",0.0,0.0,0.0,3,1,1,0.0
2021-08-10,Nainital,"Dr. Susheela Tiwari Govt. Hospital, Haldwani",0.0,0.0,0.0,33,6,2,1.0
2021-08-10,Uttarkashi,District Hospital,0.0,0.0,0.0,2,0,0,0.0
2021-08-10,Haridwar,Military Hospital Roorkee,0.0,0.0,0.0,2,1,1,0.0
2021-08-10,Haridwar,"Aarogyam Hospital, Roorkee",0.0,0.0,0.0,1,0,0,0.0
2021-08-09,Udham Singh Nagar,"JLN District Hospital, Rudrapur",0.0,0.0,0.0,1,1,0,0.0
2021-08-09,Dehradun,AIIMS Rishikesh,0.0,1.0,20.0,396,95,205,37.0
2021-08-09,Dehradun,Max Hospital,0.0,0.0,0.0,17,3,12,1.0
2021-08-09,Dehradun,Doon Medical College,0.0,0.0,0.0,24,1,9,9.0
2021-08-09,Dehradun,Sri Mahant Indresh Hospital,0.0,0.0,0.0,33,3,15,0.0
2021-08-09,Dehradun,HIHT Joly Grant,0.0,0.0,0.0,51,17,22,5.0
2021-08-09,Dehradun,Aarogyadham Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-08-09,Dehradun,ONGC Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-08-09,Dehradun,Synergy Hospital,0.0,0.0,0.0,2,1,0,1.0
2021-08-09,Dehradun,Military Hospital Dehradun,0.0,0.0,0.0,1,0,0,0.0
2021-08-09,Nainital,"Krishna Hospital, Haldwani",0.0,0.0,0.0,3,1,1,0.0
2021-08-09,Nainital,"Dr. Susheela Tiwari Govt. Hospital, Haldwani",0.0,0.0,0.0,33,6,2,1.0
2021-08-09,Uttarkashi,District Hospital,0.0,0.0,0.0,2,0,0,0.0
2021-08-09,Haridwar,Military Hospital Roorkee,0.0,0.0,0.0,2,1,1,0.0
2021-08-09,Haridwar,"Aarogyam Hospital, Roorkee",0.0,0.0,0.0,1,0,0,0.0
2021-08-08,Udham Singh Nagar,"JLN District Hospital, Rudrapur",0.0,0.0,0.0,1,1,0,0.0
2021-08-08,Dehradun,AIIMS Rishikesh,2.0,2.0,1.0,396,94,185,37.0
2021-08-08,Dehradun,Max Hospital,0.0,0.0,0.0,17,3,12,1.0
2021-08-08,Dehradun,Doon Medical College,0.0,0.0,0.0,24,1,9,9.0
2021-08-08,Dehradun,Sri Mahant Indresh Hospital,0.0,0.0,0.0,33,3,15,0.0
2021-08-08,Dehradun,HIHT Joly Grant,0.0,0.0,0.0,51,17,22,5.0
2021-08-08,Dehradun,Aarogyadham Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-08-08,Dehradun,ONGC Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-08-08,Dehradun,Synergy Hospital,0.0,0.0,0.0,2,1,0,1.0
2021-08-08,Dehradun,Military Hospital Dehradun,0.0,0.0,0.0,1,0,0,0.0
2021-08-08,Nainital,"Krishna Hospital, Haldwani",0.0,0.0,0.0,3,1,1,0.0
2021-08-08,Nainital,"Dr. Susheela Tiwari Govt. Hospital, Haldwani",0.0,0.0,0.0,33,6,2,1.0
2021-08-08,Uttarkashi,District Hospital,0.0,0.0,0.0,2,0,0,0.0
2021-08-08,Haridwar,Military Hospital Roorkee,0.0,0.0,0.0,2,1,1,0.0
2021-08-08,Haridwar,"Aarogyam Hospital, Roorkee",0.0,0.0,0.0,1,0,0,0.0
2021-08-07,Udham Singh Nagar,"JLN District Hospital, Rudrapur",0.0,0.0,0.0,1,1,0,0.0
2021-08-07,Dehradun,AIIMS Rishikesh,4.0,0.0,2.0,394,92,184,37.0
2021-08-07,Dehradun,Max Hospital,0.0,0.0,0.0,17,3,12,1.0
2021-08-07,Dehradun,Doon Medical College,0.0,0.0,0.0,24,1,9,9.0
2021-08-07,Dehradun,Sri Mahant Indresh Hospital,0.0,0.0,0.0,33,3,15,0.0
2021-08-07,Dehradun,HIHT Joly Grant,0.0,0.0,0.0,51,17,22,5.0
2021-08-07,Dehradun,Aarogyadham Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-08-07,Dehradun,ONGC Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-08-07,Dehradun,Synergy Hospital,0.0,0.0,0.0,2,1,0,1.0
2021-08-07,Dehradun,Military Hospital Dehradun,0.0,0.0,0.0,1,0,0,0.0
2021-08-07,Nainital,"Krishna Hospital, Haldwani",0.0,0.0,0.0,3,1,1,0.0
2021-08-07,Nainital,"Dr. Susheela Tiwari Govt. Hospital, Haldwani",0.0,0.0,0.0,33,6,2,1.0
2021-08-07,Uttarkashi,District Hospital,0.0,0.0,0.0,2,0,0,0.0
2021-08-07,Haridwar,Military Hospital Roorkee,0.0,0.0,0.0,2,1,1,0.0
2021-08-07,Haridwar,"Aarogyam Hospital, Roorkee",0.0,0.0,0.0,1,0,0,0.0
2021-08-06,Udham Singh Nagar,"JLN District Hospital, Rudrapur",0.0,0.0,0.0,1,1,0,0.0
2021-08-06,Dehradun,AIIMS Rishikesh,1.0,0.0,3.0,390,92,182,37.0
2021-08-06,Dehradun,Max Hospital,0.0,0.0,0.0,17,3,12,1.0
2021-08-06,Dehradun,Doon Medical College,0.0,0.0,0.0,24,1,9,9.0
2021-08-06,Dehradun,Sri Mahant Indresh Hospital,0.0,0.0,0.0,33,3,15,0.0
2021-08-06,Dehradun,HIHT Joly Grant,0.0,0.0,0.0,51,17,22,5.0
2021-08-06,Dehradun,Aarogyadham Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-08-06,Dehradun,ONGC Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-08-06,Dehradun,Synergy Hospital,0.0,0.0,0.0,2,1,0,1.0
2021-08-06,Dehradun,Military Hospital Dehradun,0.0,0.0,0.0,1,0,0,0.0
2021-08-06,Nainital,"Krishna Hospital, Haldwani",0.0,0.0,0.0,3,1,1,0.0
2021-08-06,Nainital,"Dr. Susheela Tiwari Govt. Hospital, Haldwani",0.0,0.0,0.0,33,6,2,1.0
2021-08-06,Uttarkashi,District Hospital,0.0,0.0,0.0,2,0,0,0.0
2021-08-06,Haridwar,Military Hospital Roorkee,0.0,0.0,0.0,2,1,1,0.0
2021-08-06,Haridwar,"Aarogyam Hospital, Roorkee",0.0,0.0,0.0,1,0,0,0.0
2021-08-05,Udham Singh Nagar,"JLN District Hospital, Rudrapur",0.0,0.0,0.0,1,1,0,0.0
2021-08-05,Dehradun,AIIMS Rishikesh,2.0,0.0,2.0,389,92,179,37.0
2021-08-05,Dehradun,Max Hospital,0.0,0.0,0.0,17,3,12,1.0
2021-08-05,Dehradun,Doon Medical College,0.0,0.0,0.0,24,1,9,9.0
2021-08-05,Dehradun,Sri Mahant Indresh Hospital,0.0,0.0,0.0,33,3,15,0.0
2021-08-05,Dehradun,HIHT Joly Grant,0.0,0.0,0.0,51,17,22,5.0
2021-08-05,Dehradun,Aarogyadham Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-08-05,Dehradun,ONGC Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-08-05,Dehradun,Synergy Hospital,0.0,0.0,0.0,2,1,0,1.0
2021-08-05,Dehradun,Military Hospital Dehradun,0.0,0.0,0.0,1,0,0,0.0
2021-08-05,Nainital,"Krishna Hospital, Haldwani",0.0,0.0,0.0,3,1,1,0.0
2021-08-05,Nainital,"Dr. Susheela Tiwari Govt. Hospital, Haldwani",0.0,0.0,0.0,33,6,2,1.0
2021-08-05,Uttarkashi,District Hospital,0.0,0.0,0.0,2,0,0,0.0
2021-08-05,Haridwar,Military Hospital Roorkee,0.0,0.0,0.0,2,1,1,0.0
2021-08-05,Haridwar,"Aarogyam Hospital, Roorkee",0.0,0.0,0.0,1,0,0,0.0
2021-08-04,Udham Singh Nagar,"JLN District Hospital, Rudrapur",0.0,0.0,0.0,1,1,0,0.0
2021-08-04,Dehradun,AIIMS Rishikesh,4.0,0.0,1.0,387,92,177,37.0
